iter	Passed	Remaining
153	8206	449159
154	8254	448804
155	8306	448730
156	8360	448689
157	8414	448679
158	8465	448527
159	8515	448270
160	8567	448177
161	8617	447974
162	8669	447844
163	8727	448010
164	8776	447776
165	8830	447762
166	8881	447598
167	8932	447442
168	8983	447263
169	9033	447068
170	9084	446914
171	9139	446936
172	9196	447043
173	9244	446746
174	9293	446527
175	9349	446619
176	9406	446747
177	9461	446784
178	9511	446554
179	9564	446518
180	9616	446375
181	9674	446567
182	9728	446547
183	9780	446466
184	9834	446434
185	9883	446203
186	9934	446021
187	9983	445797
188	10037	445791
189	10089	445690
190	10142	445652
191	10194	445511
192	10247	445486
193	10298	445316
194	10351	445281
195	10402	445113
196	10451	444923
197	10507	444995
198	10565	445121
199	10623	445296
200	10679	445348
201	10735	445423
202	10790	445437
203	10842	445321
204	10898	445417
205	10954	445455
206	11007	445421
207	11060	445362
208	11112	445264
209	11175	445569
210	11226	445454
211	11280	445402
212	11332	445335
213	11386	445281
214	11449	445611
215	11502	445576
216	11557	445569
217	11607	445394
218	11663	445453
219	11719	445506
220	11770	445378
221	11824	445337
222	11876	445236
223	11929	445161
224	11984	445186
225	12038	445171
226	12094	445218
227	12149	445201
228	12202	445149
229	12252	444985
230	12306	444959
231	12364	445065
232	12418	445046
233	12469	444897
234	12522	444841
235	12575	444764
236	12632	444856
237	12686	444810
238	12739	444779
239	12791	444658
240	12845	444624
241	12897	444531
242	12952	444557
243	13005	444477
244	13059	444466
245	13115	444472
246	13171	444510
247	13224	444445
248	13272	444240
249	13323	444107
250	13375	443988
251	13424	443791
252	13476	443718
253	13529	443648
254	13585	443679
255	13639	443653
256	13693	443636
257	13748	443636
258	13798	443463
259	13853	443480
260	13909	443520
261	13963	443484
262	14020	443540
263	14072	443443
264	14128	443467
265	14182	443432
266	14235	443382
267	14290	443381
268	14343	443313
269	14400	443368
270	14450	443208
271	14501	443097
272	14554	443043
273	14605	442916
274	14657	442823
275	14710	442751
276	14764	442718
277	14819	442709
278	14871	442615
279	14921	442480
280	14976	442469
281	15028	442376
282	15079	442252
283	15131	442167
284	15187	442204
285	15238	442083
286	15290	441986
287	15343	441911
288	15393	441763
289	15448	441780
290	15504	441786
291	15562	441866
292	15614	441779
293	15667	441734
294	15721	441693
295	15772	441571
296	15824	441487
297	15877	441428
298	15931	441393
299	15989	441459
300	16042	441412
301	16097	441409
302	16150	441341
303	16202	441253
304	16255	441201
305	16307	441106
306	16362	441094
307	16418	441119
308	16470	441024
309	16526	441045
310	16581	441028
311	16637	441062
312	16693	441060
313	16750	441122
314	16805	441105
315	16857	441021
316	16913	441028
317	16964	440917
318	17016	440819
319	17068	440752
320	17126	440797
321	17183	440838
322	17240	440888
323	17292	440805
324	17348	440819
325	17403	440804
326	17459	440810
327	17515	440832
328	17570	440801
329	17625	440803
330	17676	440689
331	17727	440566
332	17780	440508
333	17833	440434
334	17887	440407
335	17944	440443
336	17998	440411
337	18050	440319
338	18103	440243
339	18157	440203
340	18209	440134
341	18265	440136
342	18322	440169
343	18383	440289
344	18437	440251
345	18492	440229
346	18544	440149
347	18598	440106
348	18649	440002
349	18704	439974
350	18757	439921
351	18810	439861
352	18869	439940
353	18919	439799
354	18971	439722
355	19023	439628
356	19075	439533
357	19133	439596
358	19185	439503
359	19236	439399
360	19290	439348
361	19341	439243
362	19393	439160
363	19448	439144
364	19499	439032
365	19553	438998
366	19612	439054
367	19665	438996
368	19715	438875
369	19769	438823
370	19822	438767
371	19876	438732
372	19931	438705
373	19985	438661
374	20035	438528
375	20086	438437
376	20139	438360
377	20188	438228
378	20242	438176
379	20295	438115
380	20349	438064
381	20407	438123
382	20459	438040
383	20512	437964
384	20564	437883
385	20616	437796
386	20670	437775
387	20724	437731
388	20782	437772
389	20835	437696
390	20889	437664
391	20945	437674
392	21002	437695
393	21054	437604
394	21111	437622
395	21181	437913
396	21239	437953
397	21294	437935
398	21350	437916
399	21404	437872
400	21458	437844
401	21511	437773
402	21564	437703
403	21619	437680
404	21672	437632
405	21726	437571
406	21781	437566
407	21834	437493
408	21887	437424
409	21940	437370
410	21998	437396
411	22053	437368
412	22105	437295
413	22164	437341
414	22222	437389
415	22281	437428
416	22333	437359
417	22387	437306
418	22443	437309
419	22499	437293
420	22553	437248
421	22604	437151
422	22658	437101
423	22714	437093
424	22766	437011
425	22821	436986
426	22875	436945
427	22931	436921
428	22982	436834
429	23035	436757
430	23089	436711
431	23140	436618
432	23195	436593
433	23249	436536
434	23303	436503
435	23361	436530
436	23413	436452
437	23466	436387
438	23519	436313
439	23570	436220
440	23625	436191
441	23678	436132
442	23732	436076
443	23784	435996
444	23839	435976
445	23890	435869
446	23945	435831
447	24005	435894
448	24060	435878
449	24114	435831
450	24169	435807
451	24221	435712
452	24272	435612
453	24325	435551
454	24378	435489
455	24430	435403
456	24482	435326
457	24535	435264
458	24588	435208
459	24644	435193
460	24708	435311
461	24760	435235
462	24814	435188
463	24865	435100
464	24922	435105
465	24974	435016
466	25023	434891
467	25074	434782
468	25124	434674
469	25194	434903
470	25252	434930
471	25305	434853
472	25358	434786
473	25411	434734
474	25461	434618
475	25512	434521
476	25565	434448
477	25636	434693
478	25701	434835
479	25755	434791
480	25810	434749
481	25861	434662
482	25918	434653
483	25973	434624
484	26028	434601
485	26082	434550
486	26136	434502
487	26194	434517
488	26253	434553
489	26306	434481
490	26359	434413
491	26413	434375
492	26464	434281
493	26517	434217
494	26569	434122
495	26620	434028
496	26671	433932
497	26723	433862
498	26776	433792
499	26826	433669
500	26878	433593
501	26931	433535
502	26989	433555
503	27045	433535
504	27099	433492
505	27157	433492
506	27208	433396
507	27258	433299
508	27316	433310
509	27375	433331
510	27433	433349
511	27490	433351
512	27552	433425
513	27606	433385
514	27666	433418
515	27725	433446
516	27781	433426
517	27837	433408
518	27887	433305
519	27946	433327
520	27999	433272
521	28051	433181
522	28106	433149
523	28161	433124
524	28212	433025
525	28270	433036
526	28326	433013
527	28379	432943
528	28432	432888
529	28484	432805
530	28537	432741
531	28593	432721
532	28648	432676
533	28708	432729
534	28767	432743
535	28820	432683
536	28874	432628
537	28925	432535
538	28979	432489
539	29034	432450
540	29100	432574
541	29153	432509
542	29208	432485
543	29263	432445
544	29316	432384
545	29373	432369
546	29429	432351
547	29488	432375
548	29541	432308
549	29594	432245
550	29650	432218
551	29704	432163
552	29771	432301
553	29825	432251
554	29877	432177
555	29929	432095
556	29986	432091
557	30043	432082
558	30096	432004
559	30149	431938
560	30205	431916
561	30258	431854
562	30314	431828
563	30368	431778
564	30420	431706
565	30474	431650
566	30530	431628
567	30585	431582
568	30637	431503
569	30691	431460
570	30746	431419
571	30800	431364
572	30857	431359
573	30910	431295
574	30967	431280
575	31021	431231
576	31074	431162
577	31127	431104
578	31191	431186
579	31245	431129
580	31298	431069
581	31354	431049
582	31411	431034
583	31465	430977
584	31525	431014
585	31579	430960
586	31634	430916
587	31689	430884
588	31744	430845
589	31798	430793
590	31863	430884
591	31918	430842
592	31971	430779
593	32027	430751
594	32083	430725
595	32137	430677
596	32200	430742
597	32257	430729
598	32313	430696
599	32366	430640
600	32424	430636
601	32484	430657
602	32540	430629
603	32594	430583
604	32648	430526
605	32701	430465
606	32756	430425
607	32811	430387
608	32862	430292
609	32915	430219
610	32969	430162
611	33019	430060
612	33073	430013
613	33128	429972
614	33183	429922
615	33238	429890
616	33293	429841
617	33347	429788
618	33399	429718
619	33453	429657
620	33506	429592
621	33562	429565
622	33613	429473
623	33667	429425
624	33725	429417
625	33779	429361
626	33833	429318
627	33887	429257
628	33939	429176
629	33996	429169
630	34048	429086
631	34102	429029
632	34154	428951
633	34211	428937
634	34263	428854
635	34313	428762
636	34366	428694
637	34427	428720
638	34481	428674
639	34537	428639
640	34590	428578
641	34642	428504
642	34698	428472
643	34753	428428
644	34808	428389
645	34862	428335
646	34915	428267
647	34969	428208
648	35023	428163
649	35075	428087
650	35130	428039
651	35185	427995
652	35238	427931
653	35287	427826
654	35344	427798
655	35395	427707
656	35447	427636
657	35499	427554
658	35549	427457
659	35600	427370
660	35655	427331
661	35708	427257
662	35760	427183
663	35812	427107
664	35864	427025
665	35928	427090
666	35978	426997
667	36030	426916
668	36080	426821
669	36133	426748
670	36181	426632
671	36230	426516
672	36279	426408
673	36330	426317
674	36382	426241
675	36436	426193
676	36487	426095
677	36539	426025
678	36598	426033
679	36654	426001
680	36712	425998
681	36767	425950
682	36819	425879
683	36870	425791
684	36924	425736
685	36977	425675
686	37032	425629
687	37087	425590
688	37141	425535
689	37194	425475
690	37249	425428
691	37302	425361
692	37356	425316
693	37413	425293
694	37465	425219
695	37519	425172
696	37573	425111
697	37624	425032
698	37677	424961
699	37729	424884
700	37781	424817
701	37835	424760
702	37892	424738
703	37948	424708
704	37999	424627
705	38053	424574
706	38106	424506
707	38162	424474
708	38214	424402
709	38268	424352
710	38323	424304
711	38374	424226
712	38428	424169
713	38482	424119
714	38531	424011
715	38581	423909
716	38637	423885
717	38692	423842
718	38749	423815
719	38802	423759
720	38857	423714
721	38909	423637
722	38963	423585
723	39017	423533
724	39072	423488
725	39124	423419
726	39180	423385
727	39236	423355
728	39302	423426
729	39358	423403
730	39413	423354
731	39465	423286
732	39517	423208
733	39572	423167
734	39627	423126
735	39680	423061
736	39738	423047
737	39792	423002
738	39845	422937
739	39901	422903
740	39954	422839
741	40007	422774
742	40076	422875
743	40130	422824
744	40185	422782
745	40241	422747
746	40293	422678
747	40347	422621
748	40400	422562
749	40451	422480
750	40504	422409
751	40557	422347
752	40612	422302
753	40664	422233
754	40717	422165
755	40774	422148
756	40830	422118
757	40887	422086
758	40940	422029
759	40993	421958
760	41044	421880
761	41101	421856
762	41154	421793
763	41208	421737
764	41264	421703
765	41314	421614
766	41371	421587
767	41426	421542
768	41483	421527
769	41533	421429
770	41585	421352
771	41637	421279
772	41690	421220
773	41744	421166
774	41797	421102
775	41849	421033
776	41902	420961
777	41954	420893
778	42009	420847
779	42066	420824
780	42121	420787
781	42174	420720
782	42228	420671
783	42282	420614
784	42336	420558
785	42392	420524
786	42444	420452
787	42499	420411
788	42551	420342
789	42608	420310
790	42659	420232
791	42713	420175
792	42765	420104
793	42820	420057
794	42872	419986
795	42922	419893
796	42976	419841
797	43029	419777
798	43080	419702
799	43133	419638
800	43187	419584
801	43239	419507
802	43289	419416
803	43354	419473
804	43406	419394
805	43458	419322
806	43509	419247
807	43563	419193
808	43613	419096
809	43665	419025
810	43719	418977
811	43773	418919
812	43827	418868
813	43895	418948
814	43948	418886
815	43999	418807
816	44054	418755
817	44109	418715
818	44165	418679
819	44216	418598
820	44280	418644
821	44332	418571
822	44387	418524
823	44441	418468
824	44492	418387
825	44548	418357
826	44601	418296
827	44659	418275
828	44715	418240
829	44766	418164
830	44819	418101
831	44874	418060
832	44927	417990
833	44982	417947
834	45037	417901
835	45095	417888
836	45150	417847
837	45205	417796
838	45258	417733
839	45311	417674
840	45362	417596
841	45417	417549
842	45469	417477
843	45527	417464
844	45578	417379
845	45632	417329
846	45689	417302
847	45746	417274
848	45798	417205
849	45851	417138
850	45906	417100
851	45960	417044
852	46013	416984
853	46066	416921
854	46120	416865
855	46176	416829
856	46227	416744
857	46282	416704
858	46336	416651
859	46396	416646
860	46453	416622
861	46503	416539
862	46555	416460
863	46611	416424
864	46662	416351
865	46715	416284
866	46767	416218
867	46820	416148
868	46873	416093
869	46925	416014
870	46978	415952
871	47029	415880
872	47082	415810
873	47136	415765
874	47190	415705
875	47244	415653
876	47297	415589
877	47352	415546
878	47411	415538
879	47469	415516
880	47524	415475
881	47579	415434
882	47634	415386
883	47689	415339
884	47747	415323
885	47801	415270
886	47854	415209
887	47911	415175
888	47961	415091
889	48020	415077
890	48074	415028
891	48125	414947
892	48179	414892
893	48232	414834
894	48289	414808
895	48344	414758
896	48397	414697
897	48453	414663
898	48509	414623
899	48565	414588
900	48620	414545
901	48676	414506
902	48734	414484
903	48786	414414
904	48841	414373
905	48895	414315
906	48947	414246
907	48999	414178
908	49054	414128
909	49107	414072
910	49164	414035
911	49223	414024
912	49273	413943
913	49329	413900
914	49381	413832
915	49433	413765
916	49487	413706
917	49544	413677
918	49595	413603
919	49646	413521
920	49700	413471
921	49753	413410
922	49807	413353
923	49864	413322
924	49918	413271
925	49979	413277
926	50031	413206
927	50084	413141
928	50138	413085
929	50193	413041
930	50249	413008
931	50306	412975
932	50362	412939
933	50413	412863
934	50468	412816
935	50519	412736
936	50575	412698
937	50625	412611
938	50677	412545
939	50730	412481
940	50785	412434
941	50836	412362
942	50891	412311
943	50945	412255
944	51000	412214
945	51052	412145
946	51106	412092
947	51158	412021
948	51212	411966
949	51277	411998
950	51334	411974
951	51388	411918
952	51447	411901
953	51502	411856
954	51557	411814
955	51610	411752
956	51666	411711
957	51724	411688
958	51779	411645
959	51832	411583
960	51888	411544
961	51941	411484
962	51993	411412
963	52043	411327
964	52099	411289
965	52160	411291
966	52214	411233
967	52271	411202
968	52323	411138
969	52375	411067
970	52432	411037
971	52486	410979
972	52544	410956
973	52597	410901
974	52652	410853
975	52706	410795
976	52763	410763
977	52819	410730
978	52876	410695
979	52932	410657
980	52989	410630
981	53041	410556
982	53096	410512
983	53147	410435
984	53200	410374
985	53254	410317
986	53306	410252
987	53357	410174
988	53409	410106
989	53472	410121
990	53528	410076
991	53576	409980
992	53630	409923
993	53684	409871
994	53741	409843
995	53794	409776
996	53860	409813
997	53914	409763
998	53968	409709
999	54022	409654
1000	54077	409609
1001	54131	409551
1002	54186	409501
1003	54248	409514
1004	54314	409544
1005	54383	409608
1006	54430	409501
1007	54482	409432
1008	54536	409372
1009	54588	409306
1010	54643	409255
1011	54716	409345
1012	54768	409274
1013	54820	409209
1014	54875	409159
1015	54928	409099
1016	54986	409072
1017	55041	409024
1018	55095	408972
1019	55146	408894
1020	55198	408827
1021	55250	408754
1022	55302	408686
1023	55354	408618
1024	55432	408739
1025	55484	408667
1026	55545	408664
1027	55599	408610
1028	55653	408555
1029	55704	408479
1030	55759	408432
1031	55816	408398
1032	55869	408336
1033	55922	408280
1034	55977	408231
1035	56031	408173
1036	56088	408139
1037	56142	408088
1038	56191	407999
1039	56250	407974
1040	56302	407909
1041	56354	407837
1042	56411	407805
1043	56463	407741
1044	56516	407673
1045	56567	407598
1046	56627	407586
1047	56680	407525
1048	56736	407487
1049	56790	407429
1050	56845	407387
1051	56897	407314
1052	56954	407280
1053	57012	407256
1054	57066	407197
1055	57118	407135
1056	57171	407071
1057	57226	407021
1058	57280	406965
1059	57333	406906
1060	57384	406831
1061	57441	406793
1062	57495	406738
1063	57548	406679
1064	57603	406633
1065	57654	406556
1066	57708	406504
1067	57764	406462
1068	57822	406430
1069	57880	406404
1070	57934	406352
1071	57988	406296
1072	58040	406231
1073	58095	406179
1074	58150	406136
1075	58201	406056
1076	58255	406001
1077	58306	405926
1078	58357	405851
1079	58409	405782
1080	58462	405722
1081	58513	405647
1082	58566	405585
1083	58623	405552
1084	58684	405542
1085	58739	405494
1086	58800	405491
1087	58852	405423
1088	58910	405395
1089	58969	405377
1090	59023	405323
1091	59082	405296
1092	59135	405238
1093	59187	405171
1094	59242	405122
1095	59300	405092
1096	59356	405052
1097	59411	405004
1098	59466	404955
1099	59522	404917
1100	59573	404843
1101	59633	404822
1102	59689	404783
1103	59742	404721
1104	59797	404676
1105	59852	404624
1106	59903	404550
1107	59959	404508
1108	60010	404434
1109	60063	404373
1110	60118	404322
1111	60172	404270
1112	60229	404234
1113	60287	404207
1114	60340	404147
1115	60397	404114
1116	60450	404051
1117	60502	403983
1118	60555	403918
1119	60606	403842
1120	60660	403787
1121	60727	403821
1122	60786	403798
1123	60837	403726
1124	60886	403634
1125	60940	403582
1126	61000	403568
1127	61054	403510
1128	61105	403437
1129	61163	403410
1130	61218	403359
1131	61277	403340
1132	61331	403282
1133	61392	403276
1134	61449	403235
1135	61509	403222
1136	61566	403188
1137	61621	403140
1138	61682	403129
1139	61736	403072
1140	61791	403023
1141	61844	402962
1142	61899	402917
1143	61953	402862
1144	62008	402810
1145	62068	402796
1146	62124	402754
1147	62178	402697
1148	62231	402633
1149	62291	402620
1150	62346	402570
1151	62403	402533
1152	62455	402463
1153	62509	402413
1154	62568	402391
1155	62625	402352
1156	62682	402317
1157	62737	402267
1158	62790	402204
1159	62842	402139
1160	62898	402094
1161	62949	402023
1162	63003	401968
1163	63066	401965
1164	63121	401919
1165	63180	401892
1166	63236	401850
1167	63289	401792
1168	63345	401746
1169	63402	401712
1170	63456	401653
1171	63506	401577
1172	63566	401558
1173	63621	401508
1174	63676	401460
1175	63728	401393
1176	63783	401340
1177	63838	401293
1178	63892	401239
1179	63946	401180
1180	64001	401132
1181	64058	401098
1182	64110	401031
1183	64161	400953
1184	64217	400911
1185	64271	400858
1186	64328	400822
1187	64382	400762
1188	64438	400719
1189	64489	400645
1190	64541	400578
1191	64593	400514
1192	64647	400457
1193	64704	400417
1194	64764	400401
1195	64823	400378
1196	64878	400325
1197	64933	400276
1198	64990	400243
1199	65042	400173
1200	65098	400132
1201	65150	400061
1202	65204	400010
1203	65256	399939
1204	65307	399866
1205	65358	399793
1206	65417	399766
1207	65473	399727
1208	65557	399851
1209	65617	399831
1210	65683	399848
1211	65739	399809
1212	65800	399793
1213	65864	399799
1214	65917	399739
1215	65977	399717
1216	66032	399668
1217	66093	399652
1218	66145	399584
1219	66197	399516
1220	66248	399441
1221	66300	399376
1222	66354	399320
1223	66409	399271
1224	66466	399231
1225	66519	399171
1226	66574	399123
1227	66629	399072
1228	66686	399032
1229	66743	398993
1230	66800	398958
1231	66855	398907
1232	66910	398859
1233	66969	398833
1234	67029	398811
1235	67086	398773
1236	67143	398734
1237	67203	398713
1238	67256	398654
1239	67310	398598
1240	67361	398525
1241	67414	398459
1242	67464	398381
1243	67516	398316
1244	67572	398270
1245	67629	398230
1246	67688	398204
1247	67740	398139
1248	67794	398081
1249	67849	398030
1250	67906	397995
1251	67957	397919
1252	68007	397842
1253	68064	397805
1254	68122	397767
1255	68178	397728
1256	68231	397661
1257	68282	397590
1258	68335	397531
1259	68390	397479
1260	68446	397432
1261	68498	397368
1262	68553	397315
1263	68626	397371
1264	68678	397306
1265	68731	397242
1266	68785	397184
1267	68840	397135
1268	68897	397094
1269	68953	397053
1270	69006	396990
1271	69060	396932
1272	69118	396900
1273	69172	396845
1274	69228	396799
1275	69281	396739
1276	69333	396670
1277	69387	396613
1278	69443	396573
1279	69500	396533
1280	69552	396463
1281	69606	396410
1282	69658	396340
1283	69706	396254
1284	69759	396188
1285	69813	396134
1286	69877	396134
1287	69930	396074
1288	69985	396021
1289	70041	395976
1290	70094	395915
1291	70148	395861
1292	70203	395810
1293	70259	395764
1294	70314	395716
1295	70368	395658
1296	70421	395600
1297	70480	395568
1298	70534	395515
1299	70590	395468
1300	70644	395416
1301	70701	395372
1302	70760	395344
1303	70814	395289
1304	70867	395227
1305	70917	395149
1306	70970	395088
1307	71021	395015
1308	71087	395029
1309	71146	394999
1310	71205	394970
1311	71262	394932
1312	71317	394882
1313	71373	394837
1314	71429	394790
1315	71484	394742
1316	71538	394683
1317	71590	394617
1318	71648	394583
1319	71698	394506
1320	71752	394450
1321	71807	394397
1322	71862	394348
1323	71922	394323
1324	71972	394248
1325	72024	394178
1326	72082	394145
1327	72135	394084
1328	72190	394031
1329	72242	393966
1330	72300	393929
1331	72356	393886
1332	72407	393812
1333	72461	393760
1334	72513	393693
1335	72567	393636
1336	72621	393577
1337	72674	393519
1338	72726	393453
1339	72782	393407
1340	72839	393363
1341	72889	393289
1342	72945	393242
1343	73000	393191
1344	73064	393192
1345	73121	393147
1346	73180	393120
1347	73235	393072
1348	73286	392997
1349	73339	392934
1350	73391	392869
1351	73445	392811
1352	73498	392751
1353	73551	392690
1354	73606	392640
1355	73664	392603
1356	73719	392554
1357	73773	392498
1358	73832	392468
1359	73887	392421
1360	73942	392369
1361	73996	392310
1362	74053	392269
1363	74108	392222
1364	74167	392193
1365	74223	392146
1366	74278	392095
1367	74332	392037
1368	74388	391995
1369	74445	391951
1370	74498	391891
1371	74554	391846
1372	74613	391815
1373	74666	391755
1374	74718	391687
1375	74784	391697
1376	74837	391632
1377	74888	391563
1378	74941	391502
1379	74997	391456
1380	75058	391434
1381	75119	391413
1382	75174	391362
1383	75223	391279
1384	75274	391209
1385	75330	391161
1386	75384	391106
1387	75439	391056
1388	75495	391010
1389	75548	390948
1390	75602	390892
1391	75653	390822
1392	75703	390742
1393	75761	390708
1394	75816	390659
1395	75872	390611
1396	75928	390565
1397	75978	390492
1398	76031	390427
1399	76083	390363
1400	76138	390312
1401	76189	390241
1402	76240	390166
1403	76289	390085
1404	76339	390012
1405	76397	389975
1406	76453	389929
1407	76510	389888
1408	76571	389866
1409	76624	389808
1410	76678	389752
1411	76734	389703
1412	76789	389656
1413	76845	389608
1414	76902	389567
1415	76959	389528
1416	77014	389475
1417	77071	389435
1418	77127	389389
1419	77185	389351
1420	77242	389309
1421	77295	389248
1422	77350	389200
1423	77404	389141
1424	77464	389117
1425	77518	389059
1426	77569	388987
1427	77620	388917
1428	77675	388865
1429	77728	388805
1430	77782	388750
1431	77836	388694
1432	77887	388622
1433	77939	388554
1434	77994	388505
1435	78050	388457
1436	78103	388398
1437	78157	388343
1438	78214	388299
1439	78269	388246
1440	78321	388183
1441	78374	388124
1442	78424	388045
1443	78481	388004
1444	78536	387952
1445	78590	387896
1446	78639	387817
1447	78691	387751
1448	78745	387693
1449	78800	387643
1450	78852	387576
1451	78907	387529
1452	78961	387473
1453	79035	387515
1454	79092	387469
1455	79160	387484
1456	79215	387432
1457	79267	387366
1458	79320	387306
1459	79372	387240
1460	79433	387216
1461	79489	387173
1462	79547	387133
1463	79604	387095
1464	79656	387028
1465	79709	386967
1466	79772	386954
1467	79829	386912
1468	79884	386860
1469	79938	386804
1470	79995	386760
1471	80055	386733
1472	80115	386710
1473	80171	386660
1474	80224	386599
1475	80285	386577
1476	80343	386542
1477	80397	386484
1478	80452	386435
1479	80513	386409
1480	80568	386358
1481	80631	386344
1482	80689	386308
1483	80745	386260
1484	80801	386215
1485	80858	386172
1486	80915	386129
1487	80965	386056
1488	81017	385990
1489	81075	385951
1490	81127	385884
1491	81183	385839
1492	81238	385786
1493	81290	385722
1494	81345	385671
1495	81397	385605
1496	81448	385535
1497	81501	385472
1498	81556	385419
1499	81607	385350
1500	81659	385286
1501	81716	385241
1502	81774	385205
1503	81830	385159
1504	81886	385112
1505	81943	385069
1506	81998	385019
1507	82054	384969
1508	82113	384935
1509	82168	384886
1510	82223	384832
1511	82281	384794
1512	82333	384729
1513	82386	384670
1514	82441	384618
1515	82494	384559
1516	82548	384499
1517	82602	384445
1518	82659	384401
1519	82709	384328
1520	82763	384269
1521	82818	384218
1522	82872	384161
1523	82927	384110
1524	82981	384056
1525	83037	384009
1526	83093	383961
1527	83144	383891
1528	83202	383852
1529	83256	383794
1530	83311	383745
1531	83372	383719
1532	83427	383668
1533	83481	383612
1534	83537	383565
1535	83597	383538
1536	83652	383486
1537	83709	383440
1538	83767	383405
1539	83826	383370
1540	83880	383311
1541	83934	383259
1542	83987	383194
1543	84040	383136
1544	84094	383079
1545	84146	383015
1546	84214	383018
1547	84274	382992
1548	84329	382938
1549	84379	382867
1550	84432	382803
1551	84482	382730
1552	84535	382667
1553	84593	382630
1554	84648	382576
1555	84702	382521
1556	84757	382472
1557	84822	382464
1558	84876	382408
1559	84927	382335
1560	84982	382284
1561	85034	382220
1562	85091	382175
1563	85148	382132
1564	85201	382074
1565	85254	382014
1566	85308	381956
1567	85364	381909
1568	85421	381863
1569	85475	381809
1570	85535	381779
1571	85586	381709
1572	85639	381649
1573	85693	381592
1574	85746	381529
1575	85805	381495
1576	85876	381515
1577	85935	381483
1578	85990	381429
1579	86042	381364
1580	86093	381293
1581	86147	381239
1582	86215	381244
1583	86269	381189
1584	86323	381128
1585	86379	381083
1586	86431	381019
1587	86483	380951
1588	86534	380884
1589	86599	380875
1590	86653	380815
1591	86707	380759
1592	86759	380697
1593	86812	380634
1594	86865	380576
1595	86923	380533
1596	86974	380467
1597	87049	380502
1598	87108	380466
1599	87162	380411
1600	87218	380361
1601	87274	380313
1602	87328	380255
1603	87378	380184
1604	87431	380124
1605	87481	380047
1606	87536	379994
1607	87586	379922
1608	87641	379872
1609	87694	379808
1610	87747	379750
1611	87806	379715
1612	87867	379688
1613	87925	379649
1614	87979	379593
1615	88035	379543
1616	88087	379480
1617	88150	379460
1618	88202	379397
1619	88255	379333
1620	88305	379263
1621	88359	379205
1622	88414	379154
1623	88478	379138
1624	88537	379105
1625	88592	379053
1626	88647	378997
1627	88699	378935
1628	88752	378871
1629	88806	378818
1630	88863	378771
1631	88921	378732
1632	88976	378682
1633	89030	378626
1634	89084	378570
1635	89138	378512
1636	89191	378449
1637	89244	378391
1638	89298	378333
1639	89353	378279
1640	89408	378227
1641	89468	378199
1642	89521	378136
1643	89576	378083
1644	89633	378040
1645	89688	377990
1646	89741	377927
1647	89798	377881
1648	89849	377814
1649	89899	377743
1650	89958	377706
1651	90025	377702
1652	90082	377659
1653	90140	377619
1654	90198	377580
1655	90255	377537
1656	90309	377480
1657	90364	377426
1658	90418	377368
1659	90473	377316
1660	90526	377256
1661	90591	377244
1662	90647	377196
1663	90698	377130
1664	90750	377064
