iter	Passed	Remaining
1665	90804	377008
1666	90858	376950
1667	90916	376909
1668	90975	376873
1669	91032	376832
1670	91088	376784
1671	91147	376746
1672	91196	376670
1673	91250	376614
1674	91309	376578
1675	91363	376519
1676	91418	376467
1677	91471	376406
1678	91525	376351
1679	91582	376304
1680	91638	376257
1681	91687	376180
1682	91754	376176
1683	91815	376148
1684	91867	376085
1685	91920	376022
1686	91972	375960
1687	92027	375906
1688	92079	375843
1689	92134	375789
1690	92190	375742
1691	92246	375691
1692	92297	375624
1693	92352	375571
1694	92408	375521
1695	92462	375466
1696	92522	375434
1697	92576	375375
1698	92638	375353
1699	92694	375305
1700	92749	375249
1701	92811	375226
1702	92863	375163
1703	92913	375090
1704	92978	375075
1705	93036	375034
1706	93091	374984
1707	93146	374932
1708	93199	374868
1709	93257	374828
1710	93308	374761
1711	93371	374738
1712	93429	374701
1713	93487	374659
1714	93540	374597
1715	93601	374567
1716	93653	374506
1717	93709	374457
1718	93765	374407
1719	93819	374349
1720	93872	374291
1721	93937	374277
1722	93991	374218
1723	94045	374165
1724	94110	374151
1725	94161	374080
1726	94220	374045
1727	94272	373980
1728	94339	373975
1729	94400	373944
1730	94453	373885
1731	94510	373841
1732	94571	373809
1733	94621	373738
1734	94675	373679
1735	94731	373631
1736	94781	373559
1737	94832	373493
1738	94889	373446
1739	94942	373386
1740	94998	373338
1741	95054	373289
1742	95109	373234
1743	95163	373177
1744	95214	373110
1745	95268	373051
1746	95320	372989
1747	95372	372922
1748	95429	372877
1749	95482	372817
1750	95537	372764
1751	95595	372724
1752	95650	372672
1753	95706	372622
1754	95759	372561
1755	95811	372498
1756	95864	372438
1757	95918	372380
1758	95969	372313
1759	96027	372268
1760	96078	372200
1761	96129	372134
1762	96183	372077
1763	96236	372018
1764	96291	371961
1765	96346	371909
1766	96405	371874
1767	96464	371836
1768	96526	371809
1769	96587	371781
1770	96642	371727
1771	96695	371665
1772	96757	371641
1773	96816	371604
1774	96871	371550
1775	96929	371508
1776	96983	371450
1777	97041	371411
1778	97093	371346
1779	97143	371275
1780	97194	371204
1781	97248	371148
1782	97304	371097
1783	97360	371050
1784	97414	370994
1785	97466	370928
1786	97524	370888
1787	97585	370856
1788	97644	370820
1789	97693	370745
1790	97752	370705
1791	97815	370684
1792	97870	370631
1793	97924	370571
1794	97979	370522
1795	98033	370463
1796	98090	370418
1797	98146	370371
1798	98207	370337
1799	98260	370279
1800	98316	370230
1801	98374	370185
1802	98425	370119
1803	98480	370067
1804	98537	370020
1805	98595	369977
1806	98649	369923
1807	98703	369864
1808	98757	369810
1809	98815	369767
1810	98867	369702
1811	98921	369645
1812	98981	369609
1813	99033	369547
1814	99085	369482
1815	99145	369447
1816	99202	369401
1817	99259	369355
1818	99311	369291
1819	99364	369231
1820	99425	369202
1821	99477	369138
1822	99526	369061
1823	99581	369007
1824	99639	368967
1825	99696	368920
1826	99755	368881
1827	99808	368822
1828	99863	368770
1829	99916	368707
1830	99969	368649
1831	100023	368591
1832	100077	368534
1833	100129	368469
1834	100183	368414
1835	100235	368350
1836	100290	368297
1837	100349	368258
1838	100403	368202
1839	100457	368142
1840	100511	368086
1841	100564	368025
1842	100623	367989
1843	100672	367912
1844	100731	367875
1845	100786	367821
1846	100841	367767
1847	100895	367711
1848	100947	367648
1849	100996	367573
1850	101051	367519
1851	101105	367464
1852	101160	367409
1853	101217	367362
1854	101271	367308
1855	101326	367252
1856	101385	367216
1857	101438	367156
1858	101493	367101
1859	101546	367040
1860	101597	366972
1861	101654	366926
1862	101709	366873
1863	101763	366818
1864	101823	366781
1865	101880	366736
1866	101934	366681
1867	101989	366627
1868	102042	366567
1869	102095	366507
1870	102148	366447
1871	102200	366380
1872	102253	366320
1873	102303	366250
1874	102356	366190
1875	102411	366136
1876	102465	366080
1877	102516	366014
1878	102571	365961
1879	102631	365924
1880	102692	365891
1881	102752	365858
1882	102808	365808
1883	102862	365751
1884	102914	365689
1885	102997	365734
1886	103055	365691
1887	103114	365650
1888	103179	365634
1889	103236	365588
1890	103294	365543
1891	103351	365498
1892	103409	365455
1893	103461	365391
1894	103515	365337
1895	103569	365279
1896	103625	365230
1897	103679	365171
1898	103747	365163
1899	103799	365099
1900	103855	365051
1901	103916	365018
1902	103972	364970
1903	104027	364917
1904	104078	364849
1905	104131	364789
1906	104189	364745
1907	104245	364695
1908	104299	364638
1909	104353	364581
1910	104406	364522
1911	104466	364485
1912	104518	364420
1913	104574	364371
1914	104633	364333
1915	104692	364293
1916	104744	364227
1917	104793	364155
1918	104848	364102
1919	104901	364039
1920	104959	363999
1921	105014	363942
1922	105069	363889
1923	105126	363844
1924	105178	363782
1925	105238	363743
1926	105295	363698
1927	105345	363628
1928	105399	363569
1929	105453	363514
1930	105520	363502
1931	105573	363440
1932	105623	363372
1933	105683	363336
1934	105738	363282
1935	105792	363224
1936	105842	363152
1937	105891	363080
1938	105943	363017
1939	105996	362955
1940	106049	362896
1941	106102	362834
1942	106158	362784
1943	106212	362728
1944	106266	362672
1945	106314	362593
1946	106367	362534
1947	106421	362479
1948	106476	362425
1949	106538	362394
1950	106592	362338
1951	106649	362290
1952	106704	362236
1953	106757	362177
1954	106809	362115
1955	106866	362066
1956	106922	362017
1957	106973	361951
1958	107030	361903
1959	107083	361843
1960	107137	361787
1961	107191	361728
1962	107242	361665
1963	107301	361623
1964	107352	361558
1965	107407	361503
1966	107463	361453
1967	107514	361386
1968	107568	361330
1969	107627	361290
1970	107688	361255
1971	107741	361197
1972	107795	361139
1973	107848	361080
1974	107904	361028
1975	107965	360994
1976	108019	360937
1977	108073	360882
1978	108125	360818
1979	108178	360757
1980	108229	360691
1981	108284	360639
1982	108335	360570
1983	108389	360514
1984	108448	360475
1985	108501	360416
1986	108555	360356
1987	108606	360290
1988	108658	360228
1989	108687	360088
1990	108739	360024
1991	108791	359961
1992	108841	359893
1993	108896	359838
1994	108947	359772
1995	108999	359709
1996	109057	359667
1997	109109	359601
1998	109161	359539
1999	109214	359480
2000	109266	359416
2001	109322	359367
2002	109380	359324
2003	109433	359264
2004	109488	359211
2005	109557	359202
2006	109610	359141
2007	109663	359081
2008	109716	359023
2009	109770	358966
2010	109824	358909
2011	109877	358848
2012	109933	358800
2013	109987	358744
2014	110045	358698
2015	110099	358641
2016	110155	358592
2017	110210	358538
2018	110268	358495
2019	110322	358440
2020	110381	358397
2021	110438	358351
2022	110491	358291
2023	110545	358234
2024	110603	358191
2025	110662	358152
2026	110715	358091
2027	110769	358036
2028	110825	357984
2029	110882	357938
2030	110946	357913
2031	110998	357850
2032	111051	357790
2033	111104	357731
2034	111159	357677
2035	111215	357625
2036	111268	357566
2037	111327	357527
2038	111380	357465
2039	111435	357412
2040	111493	357369
2041	111549	357320
2042	111606	357270
2043	111662	357222
2044	111721	357180
2045	111777	357131
2046	111834	357084
2047	111888	357027
2048	111968	357053
2049	112022	356995
2050	112075	356936
2051	112131	356885
2052	112188	356840
2053	112245	356791
2054	112298	356731
2055	112354	356682
2056	112405	356616
2057	112458	356556
2058	112514	356504
2059	112565	356438
2060	112621	356389
2061	112678	356340
2062	112733	356289
2063	112788	356233
2064	112841	356173
2065	112894	356116
2066	112948	356057
2067	113002	356000
2068	113058	355951
2069	113115	355904
2070	113163	355828
2071	113214	355763
2072	113269	355708
2073	113325	355659
2074	113379	355602
2075	113438	355560
2076	113492	355502
2077	113545	355444
2078	113598	355386
2079	113654	355334
2080	113708	355279
2081	113765	355230
2082	113820	355176
2083	113873	355115
2084	113929	355067
2085	113986	355019
2086	114040	354963
2087	114095	354909
2088	114150	354856
2089	114206	354804
2090	114259	354744
2091	114314	354690
2092	114366	354629
2093	114421	354574
2094	114474	354515
2095	114527	354455
2096	114581	354398
2097	114633	354336
2098	114689	354284
2099	114740	354221
2100	114795	354166
2101	114850	354113
2102	114923	354114
2103	114973	354045
2104	115027	353990
2105	115085	353944
2106	115139	353888
2107	115192	353829
2108	115247	353775
2109	115300	353714
2110	115352	353652
2111	115405	353594
2112	115458	353533
2113	115510	353471
2114	115564	353413
2115	115618	353357
2116	115681	353328
2117	115735	353272
2118	115790	353219
2119	115850	353178
2120	115904	353123
2121	115959	353070
2122	116015	353020
2123	116070	352964
2124	116124	352909
2125	116180	352858
2126	116232	352795
2127	116291	352753
2128	116344	352694
2129	116402	352649
2130	116458	352600
2131	116512	352543
2132	116565	352483
2133	116617	352421
2134	116674	352373
2135	116728	352317
2136	116783	352264
2137	116838	352210
2138	116892	352151
2139	116949	352106
2140	117006	352058
2141	117070	352029
2142	117121	351966
2143	117173	351901
2144	117227	351845
2145	117285	351801
2146	117339	351745
2147	117397	351701
2148	117451	351644
2149	117507	351591
2150	117562	351539
2151	117620	351493
2152	117675	351442
2153	117729	351383
2154	117783	351327
2155	117837	351272
2156	117894	351224
2157	117951	351176
2158	118004	351116
2159	118056	351053
2160	118109	350995
2161	118165	350944
2162	118221	350893
2163	118276	350839
2164	118327	350774
2165	118379	350711
2166	118431	350650
2167	118488	350600
2168	118540	350538
2169	118591	350473
2170	118644	350413
2171	118698	350358
2172	118752	350300
2173	118806	350244
2174	118883	350254
2175	118947	350229
2176	119001	350170
2177	119055	350116
2178	119117	350082
2179	119171	350026
2180	119227	349973
2181	119282	349921
2182	119337	349866
2183	119399	349835
2184	119453	349777
2185	119506	349716
2186	119558	349654
2187	119616	349609
2188	119666	349542
2189	119722	349492
2190	119779	349442
2191	119833	349386
2192	119885	349323
2193	119941	349274
2194	119994	349213
2195	120049	349160
2196	120110	349122
2197	120165	349069
2198	120220	349016
2199	120275	348963
2200	120333	348919
2201	120387	348862
2202	120446	348818
2203	120507	348781
2204	120564	348735
2205	120621	348687
2206	120680	348645
2207	120739	348601
2208	120799	348564
2209	120857	348518
2210	120916	348475
2211	120974	348429
2212	121029	348378
2213	121084	348324
2214	121141	348275
2215	121195	348218
2216	121247	348156
2217	121299	348094
2218	121353	348037
2219	121410	347988
2220	121462	347927
2221	121517	347873
2222	121577	347832
2223	121629	347770
2224	121682	347710
2225	121734	347650
2226	121792	347604
2227	121850	347559
2228	121902	347495
2229	121966	347466
2230	122027	347430
2231	122080	347370
2232	122138	347327
2233	122191	347267
2234	122244	347208
2235	122298	347150
2236	122353	347095
2237	122405	347035
2238	122458	346975
2239	122510	346913
2240	122568	346867
2241	122622	346811
2242	122681	346767
2243	122736	346714
2244	122790	346656
2245	122857	346638
2246	122913	346585
2247	122977	346557
2248	123029	346495
2249	123083	346438
2250	123136	346378
2251	123189	346320
2252	123243	346262
2253	123299	346212
2254	123353	346155
2255	123408	346102
2256	123465	346054
2257	123518	345992
2258	123576	345948
2259	123632	345897
2260	123695	345866
2261	123752	345817
2262	123807	345763
2263	123868	345727
2264	123923	345672
2265	123976	345613
2266	124034	345566
2267	124093	345523
2268	124116	345382
2269	124171	345327
2270	124227	345278
2271	124285	345230
2272	124341	345179
2273	124395	345124
2274	124451	345071
2275	124508	345023
2276	124559	344958
2277	124615	344908
2278	124676	344869
2279	124730	344815
2280	124785	344760
2281	124841	344710
2282	124898	344661
2283	124960	344625
2284	125016	344575
2285	125070	344517
2286	125123	344458
2287	125178	344404
2288	125232	344347
2289	125289	344300
2290	125341	344237
2291	125393	344175
2292	125449	344124
2293	125501	344061
2294	125560	344019
2295	125618	343973
2296	125671	343914
2297	125722	343849
2298	125774	343786
2299	125826	343726
2300	125879	343666
2301	125934	343612
2302	125990	343560
2303	126045	343506
2304	126098	343447
2305	126151	343387
2306	126202	343324
2307	126257	343270
2308	126313	343217
2309	126368	343164
2310	126424	343114
2311	126480	343062
2312	126548	343042
2313	126606	342997
2314	126661	342943
2315	126717	342892
2316	126775	342846
2317	126831	342794
2318	126884	342736
2319	126936	342672
2320	126989	342614
2321	127047	342568
2322	127102	342513
2323	127159	342467
2324	127213	342410
2325	127269	342359
2326	127328	342315
2327	127383	342261
2328	127437	342204
2329	127493	342152
2330	127547	342096
2331	127601	342039
2332	127653	341978
2333	127706	341919
2334	127760	341862
2335	127814	341804
2336	127869	341750
2337	127925	341699
2338	127978	341640
2339	128031	341580
2340	128085	341525
2341	128148	341490
2342	128204	341439
2343	128258	341385
2344	128312	341328
2345	128364	341265
2346	128419	341212
2347	128478	341168
2348	128533	341113
2349	128587	341056
2350	128640	340999
2351	128693	340938
2352	128745	340878
2353	128799	340820
2354	128855	340768
2355	128912	340719
2356	128968	340670
2357	129021	340608
2358	129073	340548
2359	129136	340514
2360	129198	340481
2361	129251	340421
2362	129309	340374
2363	129364	340319
2364	129419	340265
2365	129474	340212
2366	129527	340152
2367	129580	340094
2368	129638	340047
2369	129693	339994
2370	129751	339947
2371	129804	339887
2372	129862	339843
2373	129926	339811
2374	129981	339756
2375	130041	339717
2376	130098	339667
2377	130153	339613
2378	130210	339564
2379	130272	339529
2380	130326	339473
2381	130384	339426
2382	130437	339368
2383	130493	339316
2384	130550	339267
2385	130611	339229
2386	130667	339176
2387	130719	339115
2388	130778	339071
2389	130832	339015
2390	130890	338969
2391	130946	338917
2392	131000	338860
2393	131059	338816
2394	131111	338755
2395	131163	338693
2396	131219	338640
2397	131278	338597
2398	131330	338534
2399	131386	338484
2400	131437	338419
2401	131488	338356
2402	131539	338290
2403	131589	338224
2404	131642	338164
2405	131695	338105
2406	131747	338043
2407	131794	337970
2408	131849	337914
2409	131902	337857
2410	131953	337792
2411	132008	337737
2412	132061	337679
2413	132118	337629
2414	132173	337575
2415	132228	337522
2416	132288	337480
2417	132346	337433
2418	132418	337423
2419	132473	337369
2420	132530	337319
2421	132585	337265
2422	132641	337214
2423	132698	337164
2424	132751	337107
2425	132811	337066
2426	132864	337007
2427	132916	336944
2428	132976	336903
2429	133031	336848
2430	133088	336799
2431	133141	336741
2432	133197	336690
2433	133265	336667
2434	133319	336610
2435	133376	336561
2436	133432	336509
2437	133494	336474
2438	133562	336452
2439	133617	336397
2440	133669	336335
2441	133721	336275
2442	133778	336225
2443	133831	336167
2444	133886	336112
2445	133941	336058
2446	133996	336004
2447	134052	335952
2448	134109	335904
2449	134165	335852
2450	134196	335736
2451	134250	335680
2452	134306	335630
2453	134362	335577
2454	134419	335527
2455	134471	335467
2456	134524	335407
2457	134578	335351
2458	134635	335302
2459	134690	335248
2460	134741	335183
2461	134797	335132
2462	134861	335100
2463	134920	335056
2464	134977	335007
2465	135030	334948
2466	135083	334889
2467	135137	334833
2468	135190	334773
2469	135243	334714
2470	135299	334663
2471	135355	334611
2472	135413	334563
2473	135465	334503
2474	135517	334441
2475	135573	334388
2476	135627	334331
2477	135679	334270
2478	135745	334242
2479	135800	334188
2480	135854	334133
2481	135909	334078
2482	135967	334031
2483	136018	333967
2484	136077	333924
2485	136136	333878
2486	136191	333826
2487	136245	333767
2488	136299	333712
2489	136352	333652
2490	136406	333596
2491	136460	333538
2492	136517	333489
2493	136570	333431
2494	136623	333371
2495	136673	333305
2496	136725	333244
2497	136782	333194
2498	136836	333139
2499	136889	333079
2500	136944	333026
2501	136999	332971
2502	137053	332913
2503	137102	332845
2504	137155	332787
2505	137209	332730
2506	137261	332669
2507	137314	332609
2508	137372	332562
2509	137422	332496
2510	137482	332454
2511	137535	332395
2512	137591	332342
2513	137645	332286
2514	137696	332223
2515	137751	332168
2516	137803	332109
2517	137868	332078
2518	137922	332021
2519	137977	331967
2520	138035	331919
2521	138090	331865
2522	138146	331814
2523	138203	331764
2524	138256	331706
2525	138309	331646
2526	138363	331590
2527	138415	331529
2528	138470	331474
2529	138525	331420
2530	138589	331387
2531	138645	331336
2532	138700	331281
2533	138755	331227
2534	138828	331216
2535	138879	331153
2536	138933	331095
2537	138988	331041
2538	139044	330990
2539	139101	330942
2540	139159	330894
2541	139213	330836
2542	139267	330779
2543	139321	330723
2544	139374	330665
2545	139428	330609
2546	139483	330553
2547	139533	330488
2548	139590	330438
2549	139646	330386
2550	139700	330331
2551	139754	330274
2552	139808	330216
2553	139865	330169
2554	139921	330117
2555	139980	330071
2556	140035	330016
2557	140093	329970
2558	140149	329917
2559	140207	329871
2560	140262	329817
2561	140321	329772
2562	140375	329714
2563	140434	329671
2564	140490	329618
2565	140543	329559
2566	140596	329500
2567	140651	329446
2568	140705	329389
2569	140758	329330
2570	140822	329297
2571	140878	329245
2572	140934	329194
2573	140987	329135
2574	141041	329077
2575	141096	329023
2576	141150	328967
2577	141207	328918
2578	141263	328866
2579	141322	328821
2580	141381	328776
2581	141437	328723
2582	141492	328670
2583	141547	328616
2584	141600	328557
2585	141653	328498
2586	141710	328448
2587	141763	328390
2588	141817	328332
2589	141869	328272
2590	141923	328215
2591	141979	328162
2592	142029	328098
2593	142083	328041
2594	142137	327984
2595	142191	327928
2596	142249	327880
2597	142308	327836
2598	142367	327790
2599	142423	327739
2600	142477	327681
2601	142536	327636
2602	142594	327590
2603	142651	327539
2604	142704	327481
2605	142770	327451
2606	142827	327401
2607	142887	327359
2608	142943	327306
2609	142999	327254
2610	143056	327206
2611	143112	327153
2612	143171	327108
2613	143231	327065
2614	143288	327015
2615	143345	326965
2616	143403	326917
2617	143436	326814
2618	143496	326770
2619	143552	326719
2620	143610	326670
2621	143666	326618
2622	143718	326557
2623	143772	326500
2624	143827	326446
2625	143879	326385
2626	143934	326331
2627	143989	326278
2628	144046	326227
2629	144099	326169
2630	144152	326110
2631	144206	326053
2632	144266	326009
2633	144325	325965
2634	144380	325910
2635	144432	325848
2636	144483	325785
2637	144536	325728
2638	144595	325681
2639	144648	325623
2640	144700	325562
2641	144758	325515
2642	144815	325466
2643	144873	325417
2644	144929	325365
2645	144986	325316
2646	145045	325269
2647	145101	325218
2648	145155	325162
2649	145213	325114
2650	145272	325068
2651	145332	325024
2652	145388	324973
2653	145446	324926
2654	145504	324877
2655	145568	324843
2656	145628	324800
2657	145687	324754
2658	145745	324707
2659	145801	324655
2660	145859	324607
2661	145915	324556
2662	145975	324510
2663	146047	324494
2664	146102	324440
2665	146155	324382
2666	146211	324328
2667	146263	324268
2668	146317	324211
2669	146373	324160
2670	146430	324109
2671	146485	324055
2672	146541	324002
2673	146594	323944
2674	146646	323883
2675	146704	323835
2676	146769	323803
2677	146825	323750
2678	146881	323698
2679	146932	323635
2680	146986	323578
2681	147039	323520
2682	147091	323458
2683	147146	323404
2684	147200	323348
2685	147256	323295
2686	147310	323238
2687	147366	323185
2688	147419	323128
2689	147476	323077
2690	147529	323018
2691	147585	322966
2692	147638	322907
2693	147693	322853
2694	147746	322794
2695	147801	322739
2696	147858	322689
2697	147913	322636
2698	147966	322577
2699	148018	322516
2700	148075	322465
2701	148133	322417
2702	148189	322365
2703	148246	322314
2704	148299	322255
2705	148353	322201
2706	148410	322150
2707	148467	322098
2708	148520	322040
2709	148573	321982
2710	148629	321930
2711	148685	321877
2712	148738	321819
2713	148803	321786
2714	148859	321733
2715	148913	321678
2716	148965	321615
2717	149022	321565
2718	149076	321509
2719	149131	321455
2720	149190	321408
2721	149219	321298
2722	149269	321233
2723	149321	321173
2724	149374	321114
2725	149432	321067
2726	149488	321014
2727	149543	320960
2728	149605	320920
2729	149660	320866
2730	149715	320810
2731	149771	320759
2732	149827	320706
2733	149883	320653
2734	149906	320531
2735	149965	320485
2736	150022	320434
2737	150080	320386
2738	150136	320334
2739	150198	320295
2740	150257	320248
2741	150281	320129
2742	150334	320070
2743	150387	320012
2744	150404	319877
2745	150458	319821
2746	150511	319761
2747	150564	319702
2748	150623	319657
2749	150679	319604
2750	150733	319547
2751	150797	319513
2752	150866	319487
2753	150923	319437
2754	150976	319380
2755	151044	319352
2756	151095	319290
2757	151147	319228
2758	151209	319189
2759	151263	319132
2760	151317	319076
2761	151373	319023
2762	151427	318967
2763	151480	318908
2764	151533	318851
2765	151575	318768
2766	151627	318708
2767	151680	318649
2768	151738	318600
2769	151789	318538
2770	151849	318495
2771	151905	318442
2772	151956	318379
2773	151996	318294
2774	152053	318244
2775	152105	318182
2776	152161	318130
2777	152216	318076
2778	152269	318018
2779	152330	317975
2780	152400	317953
2781	152460	317908
2782	152510	317844
2783	152568	317796
2784	152622	317740
2785	152675	317680
2786	152733	317633
2787	152788	317579
2788	152845	317528
2789	152898	317470
2790	152957	317422
2791	153011	317366
2792	153067	317315
2793	153121	317258
2794	153174	317200
2795	153228	317143
2796	153282	317086
2797	153337	317033
2798	153402	316999
2799	153458	316945
2800	153510	316886
2801	153563	316828
2802	153616	316768
2803	153669	316709
2804	153725	316658
2805	153777	316596
2806	153836	316552
2807	153897	316509
2808	153958	316467
2809	154011	316409
2810	154068	316357
2811	154120	316297
2812	154173	316238
2813	154225	316179
2814	154279	316122
2815	154334	316067
2816	154387	316008
2817	154440	315951
2818	154495	315897
2819	154550	315841
2820	154602	315782
2821	154657	315726
2822	154714	315675
2823	154769	315623
2824	154825	315570
2825	154878	315511
2826	154931	315453
2827	154983	315391
2828	155037	315336
2829	155096	315290
2830	155148	315228
2831	155180	315127
2832	155236	315076
2833	155292	315023
2834	155347	314969
2835	155403	314917
2836	155458	314862
2837	155513	314807
2838	155569	314754
2839	155623	314699
2840	155680	314649
2841	155733	314589
2842	155790	314539
2843	155845	314486
2844	155901	314433
2845	155956	314379
2846	156007	314316
2847	156060	314258
2848	156113	314199
2849	156167	314142
2850	156219	314082
2851	156274	314028
2852	156318	313951
2853	156378	313906
2854	156431	313848
2855	156484	313790
2856	156497	313652
2857	156549	313591
2858	156572	313474
2859	156625	313415
2860	156680	313361
2861	156735	313306
2862	156794	313260
2863	156850	313208
2864	156897	313138
2865	156951	313080
2866	156983	312981
2867	157038	312927
2868	157090	312867
2869	157136	312794
2870	157187	312733
2871	157243	312681
2872	157301	312631
2873	157334	312534
2874	157393	312487
2875	157451	312439
2876	157503	312379
2877	157533	312275
2878	157583	312211
2879	157612	312105
2880	157668	312053
2881	157727	312008
2882	157773	311935
2883	157828	311881
2884	157882	311823
2885	157939	311774
2886	157956	311645
2887	158014	311597
2888	158043	311491
2889	158094	311429
2890	158148	311374
2891	158177	311267
2892	158227	311204
2893	158279	311143
2894	158333	311087
2895	158390	311037
2896	158445	310984
2897	158496	310922
2898	158549	310864
2899	158603	310808
2900	158659	310756
2901	158714	310702
2902	158768	310645
2903	158829	310603
2904	158884	310549
2905	158942	310500
2906	158996	310445
2907	159052	310392
2908	159108	310340
2909	159161	310282
2910	159224	310244
2911	159280	310191
2912	159337	310142
2913	159393	310089
2914	159445	310029
2915	159502	309980
2916	159564	309939
2917	159619	309884
2918	159672	309826
2919	159723	309766
2920	159778	309710
2921	159833	309656
2922	159850	309528
2923	159870	309407
2924	159926	309355
2925	159944	309229
2926	159959	309097
2927	160012	309040
2928	160072	308997
2929	160125	308938
2930	160177	308877
2931	160234	308827
2932	160291	308777
2933	160356	308743
2934	160410	308688
2935	160463	308630
2936	160520	308580
2937	160577	308530
2938	160630	308471
2939	160682	308411
2940	160737	308357
2941	160788	308296
2942	160845	308246
2943	160900	308193
2944	160955	308137
2945	161011	308085
2946	161061	308023
2947	161115	307966
2948	161168	307909
2949	161226	307861
2950	161280	307804
2951	161332	307745
2952	161386	307689
2953	161442	307637
2954	161495	307579
2955	161549	307523
2956	161604	307470
2957	161661	307419
2958	161715	307362
2959	161768	307304
2960	161824	307253
2961	161877	307196
2962	161933	307143
2963	162004	307120
2964	162059	307066
2965	162117	307017
2966	162172	306963
2967	162224	306903
2968	162278	306848
2969	162348	306821
2970	162402	306766
2971	162453	306704
2972	162504	306642
2973	162560	306591
2974	162614	306534
2975	162670	306483
2976	162743	306463
2977	162807	306425
2978	162867	306381
2979	162924	306330
2980	162978	306275
2981	163036	306226
2982	163094	306177
2983	163149	306123
2984	163209	306078
2985	163264	306026
2986	163319	305970
2987	163372	305913
2988	163425	305854
2989	163477	305795
2990	163532	305741
2991	163594	305701
2992	163647	305643
2993	163701	305587
2994	163756	305532
2995	163811	305478
2996	163867	305426
2997	163922	305372
2998	163940	305249
2999	163970	305149
3000	164029	305102
3001	164083	305046
3002	164144	305004
3003	164207	304964
3004	164256	304899
3005	164320	304861
3006	164397	304848
3007	164469	304826
3008	164525	304774
3009	164579	304717
3010	164637	304669
3011	164693	304616
3012	164749	304565
3013	164810	304521
3014	164865	304468
3015	164925	304422
3016	164982	304372
3017	165047	304336
3018	165107	304292
3019	165161	304236
3020	165222	304192
3021	165285	304153
3022	165345	304108
3023	165407	304067
3024	165465	304019
3025	165520	303964
3026	165573	303906
3027	165632	303859
3028	165685	303802
3029	165745	303756
3030	165804	303710
3031	165860	303658
3032	165916	303604
3033	165970	303550
3034	166022	303490
3035	166079	303440
3036	166141	303398
3037	166196	303343
3038	166254	303295
3039	166308	303239
3040	166370	303198
3041	166427	303148
3042	166487	303102
3043	166546	303055
3044	166601	303000
3045	166658	302950
3046	166715	302900
3047	166778	302861
3048	166833	302806
3049	166889	302753
3050	166941	302693
3051	166995	302638
3052	167052	302587
3053	167112	302543
3054	167168	302489
3055	167228	302444
3056	167282	302388
3057	167336	302332
3058	167387	302272
3059	167445	302221
3060	167500	302168
3061	167553	302110
3062	167607	302055
3063	167668	302010
3064	167723	301956
3065	167775	301896
3066	167826	301836
3067	167886	301790
3068	167944	301742
3069	168005	301699
3070	168062	301647
3071	168117	301594
3072	168172	301539
3073	168227	301485
3074	168280	301428
3075	168345	301390
3076	168400	301335
3077	168454	301280
3078	168506	301221
3079	168558	301161
3080	168611	301104
3081	168664	301046
3082	168722	300996
3083	168783	300953
3084	168838	300899
3085	168901	300860
3086	168956	300804
3087	169011	300750
3088	169065	300695
3089	169123	300646
3090	169179	300593
3091	169234	300538
3092	169289	300483
3093	169347	300435
3094	169402	300381
3095	169455	300323
3096	169509	300268
3097	169562	300210
3098	169619	300159
3099	169672	300100
3100	169725	300042
3101	169777	299984
3102	169832	299930
3103	169888	299877
3104	169949	299832
3105	170002	299775
3106	170060	299726
3107	170112	299668
3108	170164	299607
3109	170219	299552
3110	170273	299497
3111	170329	299444
3112	170382	299386
3113	170437	299332
3114	170494	299282
3115	170551	299231
3116	170612	299187
3117	170673	299143
3118	170730	299093
3119	170785	299039
3120	170839	298983
3121	170898	298935
3122	170959	298891
3123	171017	298842
3124	171073	298789
3125	171129	298738
3126	171186	298686
3127	171237	298625
3128	171289	298566
3129	171342	298507
3130	171395	298450
3131	171447	298390
3132	171512	298354
3133	171568	298301
3134	171624	298249
3135	171680	298195
3136	171734	298140
3137	171787	298082
3138	171844	298031
3139	171901	297981
3140	171958	297930
3141	172012	297874
3142	172064	297814
3143	172117	297756
3144	172169	297696
3145	172221	297638
3146	172279	297588
3147	172333	297531
3148	172389	297479
3149	172444	297425
3150	172502	297377
3151	172562	297330
3152	172622	297284
3153	172681	297236
3154	172733	297178
3155	172785	297119
3156	172837	297059
3157	172894	297008
3158	172948	296951
3159	173004	296898
3160	173061	296848
3161	173114	296791
3162	173165	296729
3163	173230	296692
3164	173282	296632
3165	173337	296578
3166	173393	296526
3167	173447	296470
3168	173502	296415
3169	173557	296361
3170	173610	296304
3171	173674	296265
3172	173732	296216
3173	173793	296172
3174	173851	296122
3175	173904	296064
3176	173965	296021
3177	174020	295966
3178	174075	295912
3179	174125	295849
3180	174179	295793
3181	174235	295741
3182	174285	295678
3183	174336	295615
3184	174393	295564
3185	174446	295507
3186	174496	295444
3187	174552	295391
3188	174605	295335
3189	174656	295274
3190	174711	295219
3191	174789	295204
3192	174847	295154
3193	174909	295112
3194	174977	295079
3195	175038	295034
3196	175095	294983
3197	175149	294928
3198	175204	294874
3199	175264	294828
3200	175319	294774
3201	175373	294717
3202	175416	294642
3203	175470	294586
3204	175539	294555
3205	175589	294493
3206	175643	294436
3207	175696	294379
3208	175750	294323
3209	175804	294266
3210	175856	294208
3211	175910	294152
3212	175967	294100
3213	176026	294052
3214	176082	294000
3215	176143	293955
3216	176200	293904
3217	176254	293849
3218	176310	293796
