iter	RMSE
247	0.7158068979
248	0.715608097
249	0.7149737802
250	0.714839139
251	0.7145845338
252	0.7144830288
253	0.7140746441
254	0.71322487
255	0.7130095631
256	0.7126513151
257	0.7117466095
258	0.7112503623
259	0.7105338083
260	0.7103816999
261	0.7103154166
262	0.708131116
263	0.7075016728
264	0.7071131335
265	0.7067551118
266	0.7062147272
267	0.7052749792
268	0.7051007894
269	0.705007963
270	0.7047836227
271	0.7046267857
272	0.7020974258
273	0.701926287
274	0.7018604851
275	0.7015967263
276	0.7013610856
277	0.7012704016
278	0.7009760783
279	0.7007652276
280	0.7006527077
281	0.7005274968
282	0.7001512391
283	0.7000057072
284	0.6998723014
285	0.6997496696
286	0.6995136334
287	0.6992382578
288	0.6990836162
289	0.6973152004
290	0.6968500438
291	0.6959165578
292	0.6956164747
293	0.6955740075
294	0.695358403
295	0.6952518867
296	0.6947551149
297	0.6940817562
298	0.693907917
299	0.6932207001
300	0.6931261683
301	0.6929933446
302	0.6922699923
303	0.6921764377
304	0.6920585508
305	0.6918589219
306	0.691685288
307	0.6900770078
308	0.6899084021
309	0.6888880002
310	0.6886246827
311	0.6879444786
312	0.6871141476
313	0.6866370396
314	0.6860347863
315	0.6859660348
316	0.6858772448
317	0.6857526881
318	0.6855673717
319	0.6854554408
320	0.6852746322
321	0.6846702929
322	0.68441678
323	0.6843416112
324	0.6838145032
325	0.6835680944
326	0.6835116969
327	0.6830896313
328	0.683002711
329	0.6826143552
330	0.6825659694
331	0.6824785566
332	0.6824307419
333	0.682221673
334	0.6821672946
335	0.6816617236
336	0.681564038
337	0.6811571739
338	0.6811174129
339	0.6809478304
340	0.6809103078
341	0.6807616717
342	0.6807107088
343	0.6806640122
344	0.6806393622
345	0.6795287202
346	0.679473854
347	0.6786310955
348	0.6785041572
349	0.6776904485
350	0.6768879406
351	0.6766108153
352	0.6759178567
353	0.6758412736
354	0.6758114824
355	0.6756957065
356	0.6755582824
357	0.6748477208
358	0.6747378884
359	0.6746513803
360	0.6739598571
361	0.6738578789
362	0.6735380825
363	0.6733260955
364	0.6731948208
365	0.673019748
366	0.6729415393
367	0.6728004502
368	0.6726944471
369	0.672525373
370	0.6722667692
371	0.671524396
372	0.6714597859
373	0.6710920354
374	0.6709727674
375	0.6709386644
376	0.6708825049
377	0.6708043228
378	0.6707324739
379	0.6706008885
380	0.6705416272
381	0.6699277442
382	0.669881913
383	0.6698030619
384	0.66977817
385	0.6697222682
386	0.669687786
387	0.6696463575
388	0.66959372
389	0.6695736346
390	0.6693984042
391	0.6688934129
392	0.6680920049
393	0.6674310967
394	0.6660976343
395	0.6660491594
396	0.6660136935
397	0.6659060148
398	0.6658511768
399	0.665757303
400	0.6656692706
401	0.6655882333
402	0.665548614
403	0.6654708574
404	0.6649502676
405	0.6646150537
406	0.6645797101
407	0.6644688564
408	0.6644312781
409	0.6644013929
410	0.6632034646
411	0.6629818764
412	0.6624562993
413	0.6623714782
414	0.6620799761
415	0.6619477484
416	0.6619015044
417	0.6618607662
418	0.6615269824
419	0.6614231073
420	0.6612951833
421	0.6610568678
422	0.6610272298
423	0.6603635922
424	0.6602476687
425	0.6601256809
426	0.6601031059
427	0.6599665586
428	0.659910086
429	0.6595498769
430	0.6590974144
431	0.6590571043
432	0.6590152481
433	0.6586022171
434	0.6585695999
435	0.6582887366
436	0.6582522505
437	0.6580514203
438	0.6578718757
439	0.6578304261
440	0.6577990962
441	0.6577236172
442	0.657690173
443	0.6576546983
444	0.6572853139
445	0.6571677819
446	0.656842937
447	0.6563077336
448	0.6559297962
449	0.6556617656
450	0.6556317627
451	0.6553370611
452	0.6551089402
453	0.6550658839
454	0.6549225173
455	0.6548645002
456	0.6543953933
457	0.6538584694
458	0.653454188
459	0.6529757122
460	0.6526397931
461	0.652454892
462	0.6523540277
463	0.6521045639
464	0.6517398786
465	0.6515205152
466	0.6513939523
467	0.6510590636
468	0.6510204271
469	0.6507403253
470	0.6507103797
471	0.6506607787
472	0.6506384845
473	0.6502919114
474	0.6502644644
475	0.6502148091
476	0.6499488732
477	0.6499310467
478	0.6493855492
479	0.6486042781
480	0.6483549609
481	0.6483259851
482	0.6481929898
483	0.6480384601
484	0.6475809127
485	0.6475491277
486	0.6474888789
487	0.647058527
488	0.6468913708
489	0.6468719692
490	0.6466189603
491	0.6462618709
492	0.6462315542
493	0.6460110566
494	0.6459540389
495	0.6456507868
496	0.6446417921
497	0.64461599
498	0.6445050848
499	0.6441608723
500	0.6441253703
501	0.6440743802
502	0.6439304744
503	0.6439073316
504	0.6438306959
505	0.643765379
506	0.6434987487
507	0.6433531741
508	0.6432972967
509	0.642936698
510	0.6424791774
511	0.6420672578
512	0.6420215573
513	0.6419208852
514	0.6414897841
515	0.6411371735
516	0.64089565
517	0.6405865591
518	0.640425532
519	0.6400660812
520	0.6396785892
521	0.6394364734
522	0.6393633517
523	0.6392403339
524	0.6391585707
525	0.6389785555
526	0.6389526902
527	0.6389009564
528	0.6387433514
529	0.6384737755
530	0.6382798239
531	0.6375011273
532	0.63745912
533	0.637104092
534	0.6369358375
535	0.6365767821
536	0.6361937268
537	0.6361706971
538	0.6358215987
539	0.6357508458
540	0.6355492037
541	0.6351494921
542	0.6350199577
543	0.6345825655
544	0.6340408028
545	0.6338518726
546	0.6334641665
547	0.6333383132
548	0.6331866679
549	0.6330745952
550	0.6330625959
551	0.6329746707
552	0.6328889043
553	0.6324639083
554	0.6321616455
555	0.6318587991
556	0.6313888156
557	0.6311507831
558	0.6308662987
559	0.6305562096
560	0.6304372359
561	0.6303872134
562	0.6302156144
563	0.6301291999
564	0.6300594433
565	0.6298638237
566	0.6297826472
567	0.62970895
568	0.6296854943
569	0.629647057
570	0.6295756941
571	0.6294355048
572	0.6294089534
573	0.6293272564
574	0.6289559387
575	0.6289285059
576	0.6288621455
577	0.6288190988
578	0.6286674982
579	0.6286396535
580	0.6286193313
581	0.6284668626
582	0.628372681
583	0.6283170273
584	0.6283115605
585	0.6282090489
586	0.6280921337
587	0.6280283985
588	0.6280218563
589	0.628007173
590	0.6277328181
591	0.6275521149
592	0.6275215049
593	0.6272207359
594	0.627163358
595	0.6270350813
596	0.62697697
597	0.626881574
598	0.6268324691
599	0.6268156081
600	0.6265330351
601	0.6264793268
602	0.6262498284
603	0.6261432658
604	0.6260499585
605	0.6258664896
606	0.6258362405
607	0.6257182063
608	0.6256294813
609	0.625604141
610	0.6255359706
611	0.6253978332
612	0.6253337389
613	0.6252410714
614	0.6252288373
615	0.6252109822
616	0.6251875268
617	0.625086553
618	0.6250431195
619	0.6250009089
620	0.624630488
621	0.6245813753
622	0.6244917483
623	0.6244427728
624	0.624435516
625	0.6243498673
626	0.6240186721
627	0.6239952354
628	0.6238556556
629	0.6238496626
630	0.623766941
631	0.6237628109
632	0.6235866138
633	0.6234915466
634	0.6234838338
635	0.623349438
636	0.6233340512
637	0.6232950102
638	0.6232437361
639	0.6232097135
640	0.6231512031
641	0.6231022706
642	0.6229516327
643	0.622934285
644	0.6228719521
645	0.6228296156
646	0.6227694572
647	0.6225690854
648	0.6223682246
649	0.6220792779
650	0.6220197054
651	0.62194392
652	0.6219161991
653	0.6218746049
654	0.6218367682
655	0.6216622991
656	0.6216242795
657	0.6214406307
658	0.6211477858
659	0.621133578
660	0.6206721394
661	0.6202193891
662	0.6201376531
663	0.6200479804
664	0.6197533689
665	0.6195230209
666	0.6194421315
667	0.6194008829
668	0.6190737409
669	0.6187721963
670	0.618748625
671	0.6186092281
672	0.6183684768
673	0.6181587069
674	0.6178992006
675	0.6175095441
676	0.6173879707
677	0.6173572206
678	0.6172823823
679	0.6170720077
680	0.6168098381
681	0.6167966442
682	0.6167255295
683	0.6167027368
684	0.6164411388
685	0.6162999768
686	0.6162933959
687	0.6160555138
688	0.6159374928
689	0.6158187412
690	0.6157823561
691	0.6157457543
692	0.6157225605
693	0.6157023055
694	0.6156591971
695	0.6156432533
696	0.6155911487
697	0.6155402201
698	0.6155208177
699	0.6154981735
700	0.615246628
701	0.6152365787
702	0.6150714279
703	0.6150579605
704	0.6149219809
705	0.6148580193
706	0.6148248649
707	0.6145657995
708	0.6145595225
709	0.6145341557
710	0.6142183163
711	0.61419642
712	0.6141450961
713	0.61384169
714	0.6138093417
715	0.6137966429
716	0.6137866559
717	0.6137675209
718	0.6136558413
719	0.613454754
720	0.6134236344
721	0.6134130598
722	0.6129058908
723	0.6128759505
724	0.6128415032
725	0.6127871985
726	0.6127290081
727	0.6125787739
728	0.6125690043
729	0.6122729086
730	0.6122362265
731	0.6122016569
732	0.6121579566
733	0.6121270085
734	0.6119968106
735	0.6118405667
736	0.6116734623
737	0.6116520149
738	0.6115329496
739	0.6114074005
740	0.6113291974
741	0.6112413016
742	0.6112146299
743	0.6111896863
744	0.6111705997
745	0.611158754
746	0.6111259177
747	0.6111035647
748	0.6110140797
749	0.6110003931
750	0.61096757
751	0.6108904135
752	0.6108630994
753	0.6108393526
754	0.6107811712
755	0.6107649054
756	0.6107476008
757	0.6107118437
758	0.6106473979
759	0.6106301333
760	0.610510371
761	0.6102774651
762	0.6102444082
763	0.6102243178
764	0.6101994852
765	0.6100435823
766	0.6100297007
767	0.6100170965
768	0.6100052068
769	0.6098642014
770	0.6098370796
771	0.6097810774
772	0.609669426
773	0.609423734
774	0.6094202222
775	0.6094168187
776	0.6093993241
777	0.6093501762
778	0.6093087215
779	0.6092744629
780	0.6092306611
781	0.6092212281
782	0.6091091705
783	0.6087555343
784	0.6087430991
785	0.6086967848
786	0.6086786835
787	0.6085864541
788	0.6084295516
789	0.6083631918
790	0.6083376101
791	0.6081378273
792	0.6081137351
793	0.6080255482
794	0.6078944284
795	0.607862459
796	0.6078255324
797	0.6077203043
798	0.6075799645
799	0.6075239283
800	0.6074809571
801	0.607466582
802	0.6073436726
803	0.6072340751
804	0.6072230446
805	0.6072122315
806	0.6071980023
807	0.6071328788
808	0.60705826
809	0.6068987203
810	0.6066254029
811	0.6066153196
812	0.6065780775
813	0.6065090756
814	0.606489907
815	0.6064462962
816	0.6064311776
817	0.6064100023
818	0.6064067998
819	0.6063785211
820	0.6062830001
821	0.6061477982
822	0.6061277463
823	0.6057572125
824	0.6057260463
825	0.6057069838
826	0.6056864812
827	0.6056413728
828	0.6056165705
829	0.6055975482
830	0.6055713697
831	0.6053199549
832	0.6052249217
833	0.6052218002
834	0.6052122174
835	0.6051741031
836	0.6051222541
837	0.6051127353
838	0.6051038276
839	0.6050524966
840	0.6050473
841	0.605025574
842	0.6050134115
843	0.6049989559
844	0.6049364128
845	0.6049278957
846	0.6048478719
847	0.604813033
848	0.6046699647
849	0.604660264
850	0.6046070818
851	0.6045036318
852	0.6044915462
853	0.6044822797
854	0.6044712864
855	0.6044652761
856	0.6044566211
857	0.6043261042
858	0.6043083529
859	0.604290142
860	0.6042617643
861	0.6042524505
862	0.6042436832
863	0.6042227811
864	0.6042098371
865	0.6042015283
866	0.6040833346
867	0.6038985518
868	0.6038907638
869	0.6038293968
870	0.6037195989
871	0.603679377
872	0.6035806709
873	0.6034679381
874	0.6033601326
875	0.6032967627
876	0.6031751502
877	0.6031443544
878	0.6031237427
879	0.602901854
880	0.6028635278
881	0.6027437347
882	0.6026983842
883	0.6026639032
884	0.6026151487
885	0.6025292706
886	0.6024642344
887	0.6024249813
888	0.6024201348
889	0.602378269
890	0.6023716237
891	0.6023255653
892	0.6022735808
893	0.6022666492
894	0.6022248823
895	0.6022033617
896	0.602163192
897	0.6020905245
898	0.6019470945
899	0.6018923336
900	0.6018898973
901	0.6017505249
902	0.6017307876
903	0.6016345726
904	0.6015994597
905	0.6014406026
906	0.6014137819
907	0.6013969332
908	0.6013530409
909	0.6012204879
910	0.6012143572
911	0.6011694407
912	0.601154563
913	0.6011390476
914	0.6011245867
915	0.6011162353
916	0.6011123892
917	0.6010994442
918	0.6009878287
919	0.6009401033
920	0.6009058952
921	0.600825006
922	0.6008110653
923	0.6008040508
924	0.6008024236
925	0.6005484184
926	0.6005458226
927	0.6004820677
928	0.6004803297
929	0.6004481856
930	0.6003981289
931	0.6003389136
932	0.6002581681
933	0.6002438401
934	0.6002415951
935	0.6002351903
936	0.6002286973
937	0.6001887257
938	0.6001725911
939	0.6000860111
940	0.6000754217
941	0.6000548146
942	0.5998445648
943	0.5998139725
944	0.5996908826
945	0.5996774002
946	0.5996672221
947	0.5995634707
948	0.5991395756
949	0.5990981862
950	0.5985958828
951	0.5985925943
952	0.5983182427
953	0.5980933563
954	0.5980721287
955	0.5980706266
956	0.5980680863
957	0.5980275727
958	0.5979682552
959	0.5979518839
960	0.5977210246
961	0.5977098628
962	0.5975418135
963	0.5974915134
964	0.5974128818
965	0.5974074418
966	0.5974019796
967	0.5971746687
968	0.5971315059
969	0.5970537563
970	0.5969539989
971	0.5969053534
972	0.5967717239
973	0.596748789
974	0.5967291961
975	0.5966837206
976	0.5966374223
977	0.5965840564
978	0.5965583682
979	0.596528759
980	0.5964859702
981	0.5964382169
982	0.5964317269
983	0.5964289138
984	0.5964063644
985	0.5962602377
986	0.5962252293
987	0.5962192023
988	0.5962103833
989	0.5961714941
990	0.5959900881
991	0.5959738175
992	0.5959631772
993	0.5959168008
994	0.595914739
995	0.5959005283
996	0.5957250053
997	0.5956695615
998	0.595668009
999	0.5956523286
1000	0.5956192363
1001	0.5955956137
1002	0.5955919982
1003	0.595590024
1004	0.595495235
1005	0.5954876255
1006	0.5954740035
1007	0.5954354212
1008	0.5954349552
1009	0.5953944843
1010	0.5953907566
1011	0.5953874504
1012	0.5953863853
1013	0.5953839889
1014	0.595379196
1015	0.5953416949
1016	0.59532301
1017	0.5953090736
1018	0.5952424274
1019	0.5952405853
1020	0.5952325952
1021	0.5952283782
1022	0.595218923
1023	0.5952095787
1024	0.5952018324
1025	0.5951611014
1026	0.5951376604
1027	0.5948416828
1028	0.594828668
1029	0.5947947748
1030	0.5947836024
1031	0.5947771388
1032	0.5947572367
1033	0.5945627341
1034	0.5944713592
1035	0.5944440907
1036	0.5944255776
1037	0.5944131315
1038	0.594377392
1039	0.5942453504
1040	0.5942309664
1041	0.5942227404
1042	0.5941730264
1043	0.5940619108
1044	0.5940163645
1045	0.5938855107
1046	0.5938809504
1047	0.593765486
1048	0.5937492435
1049	0.5936857156
1050	0.5936510227
1051	0.5935646489
1052	0.5935611768
1053	0.5934639044
1054	0.59332115
1055	0.5931324798
1056	0.5931188706
1057	0.5931060853
1058	0.5930638515
1059	0.5930529362
1060	0.5930376767
1061	0.5930103422
1062	0.5929925864
1063	0.5929739834
1064	0.5929075427
1065	0.5928946191
1066	0.5928602142
1067	0.592819924
1068	0.5928067311
1069	0.5927301081
1070	0.5927164005
1071	0.5926661143
1072	0.5925990149
1073	0.5925931071
1074	0.5925707015
1075	0.5925484066
1076	0.5925470466
1077	0.5924599767
1078	0.5924249221
1079	0.5924043611
1080	0.5923620328
1081	0.592320772
1082	0.5923195676
1083	0.5922561317
1084	0.5922039995
1085	0.5921327647
1086	0.591795929
1087	0.5917819096
1088	0.5917699214
1089	0.5917675549
1090	0.5917181258
1091	0.5917086593
1092	0.5917031445
1093	0.5916853718
1094	0.5916777356
1095	0.5916107473
1096	0.5916057676
1097	0.5914682827
1098	0.5914277191
1099	0.5914222687
1100	0.591408084
1101	0.5913334022
1102	0.5912433381
1103	0.5912305793
1104	0.5912008596
1105	0.5911374601
1106	0.5911299957
1107	0.5910960468
1108	0.5910808932
1109	0.5910742327
1110	0.5909228079
1111	0.5908902333
1112	0.5908732634
1113	0.5906919748
1114	0.5906679762
1115	0.5906248747
1116	0.5904805614
1117	0.5904765118
1118	0.5904740507
1119	0.590472932
1120	0.5904005039
1121	0.5903032701
1122	0.5901884488
1123	0.5901776146
1124	0.5901561023
1125	0.5900303931
1126	0.5899572836
1127	0.5899424815
1128	0.5898815447
1129	0.5896247842
1130	0.5895577195
1131	0.589537462
1132	0.5894714407
1133	0.5894703425
1134	0.5893387035
1135	0.5892939579
1136	0.5892924335
1137	0.5892550382
1138	0.5892291201
1139	0.5892031337
1140	0.5891858685
1141	0.5891475022
1142	0.5890749336
1143	0.5890567227
1144	0.5890511831
1145	0.5890340481
1146	0.5890322089
1147	0.5890283737
1148	0.5890236188
1149	0.5889673199
1150	0.5889400657
1151	0.5889399311
1152	0.5889357363
1153	0.5888471004
1154	0.5888452831
1155	0.5888443857
1156	0.5888330331
1157	0.5887420929
1158	0.5886726162
1159	0.5886581632
1160	0.5886530912
1161	0.5886194708
1162	0.5885043209
1163	0.5882135178
1164	0.5882121927
1165	0.588203658
1166	0.5880947392
1167	0.588088584
1168	0.5880870114
1169	0.5880732181
1170	0.5880674221
1171	0.5880637602
1172	0.5880450912
1173	0.5879732403
1174	0.5878430414
1175	0.5877336288
1176	0.58772974
1177	0.5876940437
1178	0.5876755652
1179	0.5876723056
1180	0.5876694731
1181	0.5876235662
1182	0.5874726912
1183	0.5874698802
1184	0.587456882
1185	0.587454813
1186	0.5874484262
1187	0.5874418144
1188	0.5874406
1189	0.5874042114
1190	0.5874036716
1191	0.5874030643
1192	0.5873925386
1193	0.5873907618
1194	0.5873415492
1195	0.5873364208
1196	0.5872141575
1197	0.5871936841
1198	0.5871908043
1199	0.5871694975
1200	0.5871688001
1201	0.5871648851
1202	0.5871113107
1203	0.5870974944
1204	0.5870855906
1205	0.5870645501
1206	0.5870626598
1207	0.5870497875
1208	0.5870260901
1209	0.5869894057
1210	0.5869810782
1211	0.5869729532
1212	0.5869701173
1213	0.5868987426
1214	0.5868596414
1215	0.5868529105
1216	0.5868464946
1217	0.586776253
1218	0.5867724255
1219	0.586760425
1220	0.5867525896
1221	0.5867296683
1222	0.5867019724
1223	0.5867001935
1224	0.5866929879
1225	0.5866840032
1226	0.586586221
1227	0.5865436304
1228	0.5865398915
1229	0.5865362426
1230	0.5865117136
1231	0.5864772721
1232	0.5863983127
1233	0.5863917341
1234	0.5863678524
1235	0.586327409
1236	0.5863108028
1237	0.5863004152
1238	0.5862743891
1239	0.5862579841
1240	0.5861646611
1241	0.5861488616
1242	0.5861423929
1243	0.5861393051
1244	0.5861311684
1245	0.5861235049
1246	0.586069903
1247	0.5860630277
1248	0.586030476
1249	0.5860029951
1250	0.5859994781
1251	0.5859777674
1252	0.585960813
1253	0.5859347042
1254	0.5859193946
1255	0.5859093382
1256	0.5858982671
1257	0.5858961475
1258	0.5858704642
1259	0.5858586933
1260	0.585853394
1261	0.5858516577
1262	0.5858120582
1263	0.5858111561
1264	0.5858005341
1265	0.5857973994
1266	0.58579016
1267	0.5857723658
1268	0.5857605478
1269	0.5857588111
1270	0.5857266937
1271	0.5857138372
1272	0.5856710704
1273	0.5856685214
1274	0.5856680703
1275	0.5856186452
1276	0.5855909644
1277	0.5855822787
1278	0.5855677044
1279	0.5853507163
1280	0.5853216686
1281	0.5853118503
1282	0.5852851708
1283	0.5852679932
1284	0.5852020998
1285	0.5851150884
1286	0.5850099531
1287	0.5849951838
1288	0.5847259751
1289	0.5847119895
1290	0.5847057309
1291	0.5846801535
1292	0.5845161558
1293	0.5844984584
1294	0.5844718321
1295	0.5844563485
1296	0.5843983437
1297	0.5843654506
1298	0.5843490826
1299	0.5843381853
1300	0.5843297296
1301	0.5841302848
1302	0.5841063559
1303	0.5841012669
1304	0.584100136
1305	0.5840507366
1306	0.583910319
1307	0.5839016988
1308	0.5837483682
1309	0.5837049142
1310	0.5836945255
1311	0.5836883465
1312	0.5836105264
1313	0.5836023997
1314	0.5836004529
1315	0.5835655
1316	0.583563938
1317	0.5835249077
1318	0.5835113688
1319	0.583506818
1320	0.5834981918
1321	0.5833214508
1322	0.5833197069
1323	0.583281453
1324	0.5832810906
1325	0.5832784633
1326	0.583273503
1327	0.5832630613
1328	0.5831876763
1329	0.5831801554
1330	0.5831528573
1331	0.5831513394
1332	0.5830878804
1333	0.58308711
1334	0.5830652908
1335	0.5830592638
1336	0.5829501996
1337	0.5829485906
1338	0.5828039406
1339	0.5827986135
1340	0.5827874153
1341	0.5827581038
1342	0.5825832699
1343	0.5825742219
1344	0.582573156
1345	0.5823667578
1346	0.5823659185
1347	0.5823618351
1348	0.5823099288
1349	0.582304688
1350	0.5822994244
1351	0.5822901224
1352	0.5822856755
1353	0.5821533196
1354	0.5821495071
1355	0.5821393402
1356	0.5821373432
1357	0.5821079763
1358	0.5820994428
1359	0.5820926114
1360	0.582091295
1361	0.5820783582
1362	0.5820778135
1363	0.5820715039
1364	0.5820593384
1365	0.5820591341
1366	0.5819036153
1367	0.581901799
1368	0.5818127727
1369	0.5817529373
1370	0.5817337706
1371	0.5817253906
1372	0.5817184639
1373	0.5817178508
1374	0.5817163746
1375	0.5817024074
1376	0.5816915969
1377	0.5816907566
1378	0.5816836932
1379	0.5816674314
1380	0.5816508284
1381	0.581649829
1382	0.5816377909
1383	0.5816369278
1384	0.5815988358
1385	0.5815887957
1386	0.5815826852
1387	0.5815781874
1388	0.5815681242
1389	0.581520259
1390	0.5815084682
1391	0.5814991762
1392	0.5814689137
1393	0.5814144509
1394	0.5814039758
1395	0.581399863
1396	0.5813960455
1397	0.5813767988
1398	0.5813716178
1399	0.5813691181
1400	0.5813600057
1401	0.5813563698
1402	0.5813420986
1403	0.5813166686
1404	0.581254123
1405	0.5812528047
1406	0.5812516001
1407	0.5812447815
1408	0.5812381218
1409	0.5812154831
1410	0.5811756132
1411	0.5811738856
1412	0.5811630197
1413	0.5811326261
1414	0.5810551685
1415	0.5810460284
1416	0.581042004
1417	0.5808924899
1418	0.5808835974
1419	0.5808812549
1420	0.5808805499
1421	0.5808756601
1422	0.5808665854
1423	0.5808489587
1424	0.5808250311
1425	0.5807426416
1426	0.5806927063
1427	0.5806758934
1428	0.5806707971
1429	0.5806650865
1430	0.5805949617
1431	0.5805875893
1432	0.5805765987
1433	0.5805645839
1434	0.5805455826
1435	0.5805338858
1436	0.5804808373
1437	0.5804524109
1438	0.5804413494
1439	0.5804047723
1440	0.580384218
1441	0.5803777079
1442	0.5803635947
1443	0.5803467723
1444	0.5803440406
1445	0.5802373577
1446	0.5802348759
1447	0.5802287284
1448	0.5802216473
1449	0.5802206682
1450	0.5802098984
1451	0.5802036595
1452	0.5802017696
1453	0.5801971245
1454	0.580175356
1455	0.5801464819
1456	0.580144774
1457	0.580137578
1458	0.5800956527
1459	0.580094104
1460	0.5800291034
1461	0.5799950742
1462	0.5799731158
1463	0.5799607013
1464	0.5798507582
1465	0.5798456546
1466	0.5798310956
1467	0.5797843403
1468	0.5797799881
1469	0.5797756587
1470	0.5797287849
1471	0.5796907726
1472	0.5796873997
1473	0.5796431171
1474	0.5796391285
1475	0.5796300801
1476	0.5796295102
1477	0.5795293979
1478	0.5795260469
1479	0.5795242688
1480	0.5795227186
1481	0.5794431763
1482	0.5794058521
1483	0.5793999466
1484	0.5793930834
1485	0.5793695061
1486	0.5792240763
1487	0.5792234833
1488	0.5792203357
1489	0.579211486
1490	0.5792104596
1491	0.5792066277
1492	0.5791096589
1493	0.5790995072
1494	0.5790980015
1495	0.5790888077
1496	0.5790882146
1497	0.5790834237
1498	0.5790790891
1499	0.5790741384
1500	0.5790548145
1501	0.5790304021
1502	0.5790136778
1503	0.5790054866
1504	0.5790010145
1505	0.578938561
1506	0.5788803228
1507	0.5788639593
1508	0.578847915
1509	0.578832532
1510	0.5787997335
1511	0.578799277
1512	0.5787836189
1513	0.5787818613
1514	0.5786648223
1515	0.5786634754
1516	0.5786564436
1517	0.5786312609
1518	0.5785991816
1519	0.5785863951
1520	0.5785827874
