iter	RMSE
1521	0.5784531927
1522	0.5783614199
1523	0.5783597524
1524	0.5783589757
1525	0.578355755
1526	0.5782995369
1527	0.5782946481
1528	0.5782088135
1529	0.5782004053
1530	0.5781961098
1531	0.5781717296
1532	0.5780162391
1533	0.5780130621
1534	0.5779603995
1535	0.5779567193
1536	0.5779561478
1537	0.5779419984
1538	0.5778598379
1539	0.5778387359
1540	0.57783821
1541	0.5778375699
1542	0.5778352378
1543	0.5777111468
1544	0.5777030743
1545	0.5776897648
1546	0.5776861516
1547	0.5776849624
1548	0.5775756611
1549	0.5775744488
1550	0.577570263
1551	0.5775339158
1552	0.5775258866
1553	0.5775223638
1554	0.5774152969
1555	0.5773780018
1556	0.5773771323
1557	0.5773735171
1558	0.5773541134
1559	0.5773360134
1560	0.5773339997
1561	0.577312947
1562	0.5773031985
1563	0.5773027179
1564	0.5772977749
1565	0.5772842501
1566	0.5772812293
1567	0.5770705117
1568	0.5769949129
1569	0.5769939055
1570	0.5769928522
1571	0.5769667268
1572	0.5769634983
1573	0.5769059309
1574	0.5768963815
1575	0.5768925801
1576	0.5768273102
1577	0.5767370883
1578	0.5767318198
1579	0.5767291855
1580	0.5767287044
1581	0.576618168
1582	0.5766095074
1583	0.5766003427
1584	0.5765941564
1585	0.5765739475
1586	0.5765098103
1587	0.57650635
1588	0.5765003231
1589	0.5764963816
1590	0.5764924629
1591	0.5764543518
1592	0.5764538476
1593	0.5764505933
1594	0.5764455742
1595	0.5764009279
1596	0.5762912456
1597	0.5762904432
1598	0.5762772387
1599	0.5762727912
1600	0.5761755809
1601	0.5761724167
1602	0.576168771
1603	0.5760564759
1604	0.5760321428
1605	0.5760169369
1606	0.5760134737
1607	0.5760131067
1608	0.575989414
1609	0.5759891158
1610	0.5759876479
1611	0.5759339513
1612	0.575915325
1613	0.5758946563
1614	0.5758898618
1615	0.5758895636
1616	0.5758861225
1617	0.575882865
1618	0.5758825438
1619	0.5758816491
1620	0.5756891682
1621	0.5756885257
1622	0.5756683997
1623	0.5756647278
1624	0.57566101
1625	0.5756585315
1626	0.5756576364
1627	0.5756456108
1628	0.5756367061
1629	0.5756358799
1630	0.5755981023
1631	0.5755952562
1632	0.5755816455
1633	0.5755774681
1634	0.5755697101
1635	0.5755666344
1636	0.5755056446
1637	0.575503854
1638	0.5754828263
1639	0.5754317917
1640	0.5754308504
1641	0.5754127588
1642	0.5753324186
1643	0.5753310638
1644	0.5753275275
1645	0.5752757443
1646	0.5752708069
1647	0.5752702557
1648	0.5752593702
1649	0.5752587731
1650	0.5752403545
1651	0.5752382646
1652	0.5752377134
1653	0.5752174338
1654	0.5751484595
1655	0.5751477934
1656	0.5751343099
1657	0.5751198843
1658	0.5750779607
1659	0.575076927
1660	0.5750149662
1661	0.5750117037
1662	0.5750109685
1663	0.5750057072
1664	0.5750050179
1665	0.5749856262
1666	0.5749412801
1667	0.5749394418
1668	0.5749358113
1669	0.5749097303
1670	0.5747779054
1671	0.5747635628
1672	0.5747434504
1673	0.5747387382
1674	0.5747199811
1675	0.5747132229
1676	0.5747088553
1677	0.5746873617
1678	0.5746789709
1679	0.5746353599
1680	0.5746337046
1681	0.5746211976
1682	0.5746164845
1683	0.5745721559
1684	0.5745704544
1685	0.5745639934
1686	0.5745238228
1687	0.574480039
1688	0.5744744968
1689	0.574434872
1690	0.5744318822
1691	0.5744286624
1692	0.5744102862
1693	0.5743798342
1694	0.5743376956
1695	0.5743281495
1696	0.5743267464
1697	0.5742859151
1698	0.5742448049
1699	0.5742124345
1700	0.5741836057
1701	0.5741554426
1702	0.5741050955
1703	0.5740670791
1704	0.5740569992
1705	0.5740560097
1706	0.5740317298
1707	0.5738892752
1708	0.5738720098
1709	0.5738709048
1710	0.5738322512
1711	0.5738236638
1712	0.5738151452
1713	0.5737777543
1714	0.5737751525
1715	0.5736836676
1716	0.573651634
1717	0.573627222
1718	0.5736261856
1719	0.5736046053
1720	0.5735784868
1721	0.5735665327
1722	0.5735331336
1723	0.5735212246
1724	0.5735072882
1725	0.5734845286
1726	0.5734842983
1727	0.5734838375
1728	0.5734537971
1729	0.5734416561
1730	0.5734067982
1731	0.5734065218
1732	0.5734049781
1733	0.5734047016
1734	0.573403734
1735	0.5733577678
1736	0.5733357857
1737	0.5733350484
1738	0.5732912429
1739	0.5732739825
1740	0.5732714015
1741	0.5732348278
1742	0.5732341364
1743	0.5732101444
1744	0.5732083467
1745	0.573204129
1746	0.5732038755
1747	0.5731956704
1748	0.5731814034
1749	0.5731740278
1750	0.5731572479
1751	0.5731208975
1752	0.5731207592
1753	0.5731197219
1754	0.5731108932
1755	0.5731103861
1756	0.5731062137
1757	0.5730725342
1758	0.5730712432
1759	0.5729548824
1760	0.5729520463
1761	0.5729184038
1762	0.5729167435
1763	0.5728127135
1764	0.572806394
1765	0.5727747266
1766	0.5727709209
1767	0.5727701597
1768	0.5727693755
1769	0.572767069
1770	0.5727362759
1771	0.5727167843
1772	0.572645271
1773	0.5726444174
1774	0.5726321669
1775	0.5726023587
1776	0.572601482
1777	0.5725895536
1778	0.5725809475
1779	0.5725805552
1780	0.5725780634
1781	0.5725778326
1782	0.5725759637
1783	0.5725570435
1784	0.5725532825
1785	0.5725367844
1786	0.5725209319
1787	0.5725196166
1788	0.5723586205
1789	0.5723469872
1790	0.5723194724
1791	0.5723024828
1792	0.57228233
1793	0.572276628
1794	0.5722738117
1795	0.5722075994
1796	0.5721895675
1797	0.5721872586
1798	0.5721715349
1799	0.5721655317
1800	0.5721616295
1801	0.5721609599
1802	0.5721562265
1803	0.5721560418
1804	0.5721006924
1805	0.5720905779
1806	0.5720876452
1807	0.5720870217
1808	0.5720580164
1809	0.5719879451
1810	0.571984573
1811	0.5719834643
1812	0.571905322
1813	0.571899108
1814	0.5718970752
1815	0.5718961512
1816	0.5718862641
1817	0.5718859176
1818	0.5718421397
1819	0.5718418394
1820	0.5718337303
1821	0.5718214163
1822	0.5718177659
1823	0.5717398551
1824	0.5716942174
1825	0.57169223
1826	0.571631266
1827	0.5716213281
1828	0.5716197565
1829	0.5716065596
1830	0.5715951883
1831	0.571592461
1832	0.5715867752
1833	0.5715825224
1834	0.5715626448
1835	0.5715503249
1836	0.5715439222
1837	0.5715352079
1838	0.5715309547
1839	0.5715028921
1840	0.5714972517
1841	0.5714957491
1842	0.5714894613
1843	0.5714790355
1844	0.5714729787
1845	0.5714650956
1846	0.5714088932
1847	0.5713674141
1848	0.5713578878
1849	0.5713525466
1850	0.5713511592
1851	0.5713232034
1852	0.5713081497
1853	0.5713019061
1854	0.5713016286
1855	0.5712986918
1856	0.5712884706
1857	0.5712175648
1858	0.571213078
1859	0.5712057464
1860	0.5712021383
1861	0.5711726949
1862	0.571149796
1863	0.5711227556
1864	0.5711192859
1865	0.5710656636
1866	0.5710630957
1867	0.571062795
1868	0.5710215452
1869	0.5709949152
1870	0.5709693484
1871	0.5709679832
1872	0.5709437341
1873	0.5709398235
1874	0.5709392451
1875	0.5709147633
1876	0.5708491571
1877	0.5708470511
1878	0.5708386501
1879	0.5708360118
1880	0.5708340909
1881	0.5708289067
1882	0.5708283513
1883	0.5708276338
1884	0.5708124745
1885	0.5708050451
1886	0.5707812519
1887	0.5707809973
1888	0.5707456992
1889	0.5707422734
1890	0.5707417179
1891	0.5707394032
1892	0.5707388245
1893	0.5707372042
1894	0.5707338015
1895	0.5707247739
1896	0.5707121582
1897	0.5706630583
1898	0.5706628036
1899	0.5706625953
1900	0.5706401389
1901	0.5706382637
1902	0.570638009
1903	0.5706377312
1904	0.5706349299
1905	0.5706265721
1906	0.5706211777
1907	0.5706206683
1908	0.5705981641
1909	0.5705932787
1910	0.5705917275
1911	0.5705879766
1912	0.570567115
1913	0.5705458127
1914	0.5705263852
1915	0.5705196467
1916	0.5705190215
1917	0.5705062855
1918	0.5705048266
1919	0.5705034372
1920	0.5704840545
1921	0.5704832903
1922	0.5703986196
1923	0.5703952149
1924	0.5703921344
1925	0.570389355
1926	0.5703883128
1927	0.5703827076
1928	0.5703810168
1929	0.5703804378
1930	0.5703605646
1931	0.5703566964
1932	0.5703450222
1933	0.5703409454
1934	0.5703381195
1935	0.5703305218
1936	0.5703169013
1937	0.5703050641
1938	0.5702905395
1939	0.5702459673
1940	0.5702456893
1941	0.5702454576
1942	0.5702451796
1943	0.5701569979
1944	0.5701008056
1945	0.570100597
1946	0.5701000177
1947	0.5700998091
1948	0.5700730665
1949	0.5700727885
1950	0.5700722554
1951	0.5700669021
1952	0.5700665777
1953	0.5700638663
1954	0.5700606681
1955	0.5700561954
1956	0.5700207133
1957	0.57001529
1958	0.5700108864
1959	0.5700062046
1960	0.5700056716
1961	0.5699772789
1962	0.5699771398
1963	0.5698695131
1964	0.5698693044
1965	0.5698649693
1966	0.5698396067
1967	0.5698326515
1968	0.5698298694
1969	0.5698291043
1970	0.5697367539
1971	0.5697364988
1972	0.5697308641
1973	0.5697231887
1974	0.569710087
1975	0.5696494906
1976	0.56964469
1977	0.5696426955
1978	0.5696420461
1979	0.5696270639
1980	0.56962442
1981	0.5696242808
1982	0.5696209643
1983	0.5696143775
1984	0.5696131947
1985	0.5696129395
1986	0.569611316
1987	0.5696111537
1988	0.5695796565
1989	0.5695794941
1990	0.5695763165
1991	0.5695752959
1992	0.5695604512
1993	0.5695596858
1994	0.569549155
1995	0.5695456525
1996	0.5695344952
1997	0.5695007436
1998	0.5695005812
1999	0.569407203
2000	0.5693931196
2001	0.5693930036
2002	0.569367736
2003	0.5693675968
2004	0.5693665991
2005	0.5693656477
2006	0.5692974496
2007	0.5692922282
2008	0.5692918337
2009	0.5692863339
2010	0.5692711567
2011	0.5692217701
2012	0.5692167337
2013	0.5691786229
2014	0.5691203841
2015	0.5691173199
2016	0.5691161361
2017	0.5690884187
2018	0.5690846347
2019	0.5690812918
2020	0.5690780417
2021	0.5690757435
2022	0.5690743273
2023	0.5690727023
2024	0.5690527137
2025	0.5690461204
2026	0.5690399449
2027	0.5689873804
2028	0.5689864285
2029	0.5689835726
2030	0.5689826438
2031	0.5689773267
2032	0.5689764212
2033	0.5689702681
2034	0.5689422418
2035	0.5689394089
2036	0.5689217842
2037	0.5689208321
2038	0.5689206696
2039	0.5689204141
2040	0.568904159
2041	0.5688990734
2042	0.5688987947
2043	0.5688961474
2044	0.5688810527
2045	0.5688770351
2046	0.5688762223
2047	0.5688736677
2048	0.5688731104
2049	0.5688708345
2050	0.5688677458
2051	0.5688655163
2052	0.5688560178
2053	0.5688462637
2054	0.568804621
2055	0.5688020661
2056	0.5687684104
2057	0.5687579812
2058	0.5687478769
2059	0.5687377028
2060	0.568727273
2061	0.5687250662
2062	0.568722813
2063	0.5687222323
2064	0.5687209779
2065	0.5687200022
2066	0.5687080389
2067	0.5687076672
2068	0.5686940775
2069	0.568693218
2070	0.5686912666
2071	0.5686888506
2072	0.5686873871
2073	0.5686853892
2074	0.5686846923
2075	0.5686824157
2076	0.5686816955
2077	0.5686799532
2078	0.568679837
2079	0.5686005901
2080	0.5686004043
2081	0.5685990334
2082	0.568595618
2083	0.5685944562
2084	0.5685928995
2085	0.5685906458
2086	0.5685897861
2087	0.568586022
2088	0.5685710585
2089	0.5685707564
2090	0.5685705473
2091	0.5685700129
2092	0.5685280943
2093	0.5685279084
2094	0.5685273042
2095	0.5685264445
2096	0.5685153833
2097	0.5685140123
2098	0.5685057396
2099	0.568504322
2100	0.5685027186
2101	0.568500325
2102	0.5684994884
2103	0.5684153821
2104	0.5684146384
2105	0.5683473024
2106	0.5683461169
2107	0.5683284274
2108	0.5682244408
2109	0.5682236735
2110	0.5682026321
2111	0.5681879143
2112	0.5681874492
2113	0.5681862867
2114	0.5681850544
2115	0.5681838685
2116	0.5681582682
2117	0.5681486881
2118	0.5681483858
2119	0.5681476184
2120	0.5681466651
2121	0.5681445258
2122	0.568144084
2123	0.5681429446
2124	0.5681421772
2125	0.5681412471
2126	0.5681157611
2127	0.5681111102
2128	0.5681078314
2129	0.5680711113
2130	0.5678750757
2131	0.5678676545
2132	0.5678560454
2133	0.5678325707
2134	0.5678187507
2135	0.5678182621
2136	0.5678177968
2137	0.5678160052
2138	0.5678055818
2139	0.5678047209
2140	0.5678013704
2141	0.5677558117
2142	0.5677552067
2143	0.5677459456
2144	0.5677452708
2145	0.5677327517
2146	0.5677059209
2147	0.5677053391
2148	0.5676921211
2149	0.567691516
2150	0.5676686629
2151	0.5676255605
2152	0.5674376129
2153	0.5674274619
2154	0.5674267634
2155	0.5674261814
2156	0.5673992429
2157	0.567398754
2158	0.567380802
2159	0.5673676695
2160	0.5673623839
2161	0.567356842
2162	0.5673563996
2163	0.5673558873
2164	0.5673338124
2165	0.5673333001
2166	0.5673254991
2167	0.5673248937
2168	0.5673235663
2169	0.5673230773
2170	0.5672476001
2171	0.5671970125
2172	0.5671965233
2173	0.5671958246
2174	0.5671511257
2175	0.5671506598
2176	0.5671502638
2177	0.5671489826
2178	0.5670639305
2179	0.5670530039
2180	0.5670522351
2181	0.5670475289
2182	0.5670125575
2183	0.5669424452
2184	0.5669418626
2185	0.5669356409
2186	0.5669233137
2187	0.5669075839
2188	0.5667648304
2189	0.5667644342
2190	0.5667640379
2191	0.5666823783
2192	0.5666820752
2193	0.5666812593
2194	0.566679231
2195	0.5666789047
2196	0.5666785083
2197	0.5666777157
2198	0.566677296
2199	0.566676993
2200	0.5666753377
2201	0.5666745218
2202	0.5666732862
2203	0.5666729831
2204	0.5666634711
2205	0.5666632846
2206	0.5666384316
2207	0.5666373358
2208	0.5666318801
2209	0.5666314604
2210	0.5666245591
2211	0.5665962302
2212	0.5665556113
2213	0.5665384488
2214	0.5665374461
2215	0.5665209593
2216	0.5665205862
2217	0.5665200732
2218	0.566504682
2219	0.5665040523
2220	0.5665011606
2221	0.5664940478
2222	0.5664686976
2223	0.5664348566
2224	0.5664336438
2225	0.5664286993
2226	0.5664028796
2227	0.5663931066
2228	0.566348041
2229	0.5663472479
2230	0.5663468514
2231	0.5663467114
2232	0.5663290527
2233	0.5663255536
2234	0.5663241073
2235	0.5663239206
2236	0.5663224043
2237	0.5663219611
2238	0.5663214712
2239	0.5663123499
2240	0.5662615387
2241	0.5662613754
2242	0.5662476804
2243	0.5662432475
2244	0.5662429908
2245	0.5662318618
2246	0.5662315351
2247	0.5662308352
2248	0.5662279654
2249	0.5662247689
2250	0.5662243723
2251	0.5662238357
2252	0.5662233224
2253	0.5661735532
2254	0.5661722932
2255	0.5661687931
2256	0.5661677197
2257	0.566166693
2258	0.5661587826
2259	0.5661551657
2260	0.5661548391
2261	0.5661545824
2262	0.5661542324
2263	0.5661352142
2264	0.5661349342
2265	0.5661336274
2266	0.566133254
2267	0.5661315038
2268	0.5661285169
2269	0.5661253432
2270	0.5661251798
2271	0.566110548
2272	0.566103757
2273	0.5661031269
2274	0.5660334154
2275	0.5660327152
2276	0.566031945
2277	0.5660315949
2278	0.5660242195
2279	0.5659993617
2280	0.5659990116
2281	0.5659987782
2282	0.5659948802
2283	0.56599439
2284	0.5659942266
2285	0.5659676402
2286	0.5659657495
2287	0.5659650025
2288	0.565956389
2289	0.5659348431
2290	0.5659340961
2291	0.5659337459
2292	0.5659202764
2293	0.5659200429
2294	0.5657356153
2295	0.565692646
2296	0.5656616546
2297	0.5656352861
2298	0.565630685
2299	0.5655599108
2300	0.5654848524
2301	0.5654372613
2302	0.5654236397
2303	0.5654230555
2304	0.5653259425
2305	0.5653225774
2306	0.5652225255
2307	0.5652090623
2308	0.5652029618
2309	0.5650341059
2310	0.5649668815
2311	0.5649507698
2312	0.5648655504
2313	0.5648627906
2314	0.5647146309
2315	0.5647064194
2316	0.5646839602
2317	0.5646582713
2318	0.5646523519
2319	0.5646138863
2320	0.5646132545
2321	0.5642826781
2322	0.5642809924
2323	0.5639652839
2324	0.5639610907
2325	0.5639573661
2326	0.5639566867
2327	0.5639192044
2328	0.5639104191
2329	0.563838234
2330	0.5638375311
2331	0.5638291663
2332	0.5638276667
2333	0.5637914411
2334	0.563785044
2335	0.5637770065
2336	0.56377314
2337	0.5637626184
2338	0.5637620091
2339	0.5637502218
2340	0.5637495656
2341	0.5637488157
2342	0.5637431915
2343	0.5637430274
2344	0.5636888675
2345	0.5636875551
2346	0.5636819771
2347	0.5636673053
2348	0.5636612348
2349	0.5636603676
2350	0.5636542034
2351	0.563652258
2352	0.5636493048
2353	0.5636490939
2354	0.5636436561
2355	0.5636263581
2356	0.563625819
2357	0.5636254205
2358	0.5636188105
2359	0.5635753985
2360	0.5635582156
2361	0.563527271
2362	0.5635117511
2363	0.5635116105
2364	0.5635110947
2365	0.5635060776
2366	0.5635000055
2367	0.5634990677
2368	0.5634636885
2369	0.5634620707
2370	0.5634598433
2371	0.5634438761
2372	0.5634430086
2373	0.5634425396
2374	0.5634398901
2375	0.5634270409
2376	0.5634200066
2377	0.563415528
2378	0.5634093845
2379	0.5634092907
2380	0.5634036865
2381	0.5634019279
2382	0.5633980119
2383	0.5633973084
2384	0.5633788538
2385	0.5633549815
2386	0.5633521205
2387	0.5633494002
2388	0.5633492361
2389	0.5633490953
2390	0.5633486498
2391	0.5633466564
2392	0.5633462343
2393	0.5633433733
2394	0.5633348839
2395	0.5633334533
2396	0.5633282705
2397	0.563306671
2398	0.5633012065
2399	0.5632698725
2400	0.5632597401
2401	0.5632596463
2402	0.5632458079
2403	0.5632456906
2404	0.5632453388
2405	0.5631800121
2406	0.5631765403
2407	0.5631614096
2408	0.5631017977
2409	0.5630952989
2410	0.563095205
2411	0.5630313157
2412	0.563028453
2413	0.5630274675
2414	0.5630227981
2415	0.5629559906
2416	0.5629500768
2417	0.562945219
2418	0.5629431773
2419	0.5629424967
2420	0.5629302933
2421	0.5629259985
2422	0.5629257404
2423	0.5629252475
2424	0.5629237221
2425	0.5628359424
2426	0.5628298396
2427	0.5628296987
2428	0.5628295109
2429	0.5628279148
2430	0.5628278209
2431	0.5628277505
2432	0.5628274923
2433	0.562827281
2434	0.5628250042
2435	0.5628249103
2436	0.5628233846
2437	0.5626804871
2438	0.5626672684
2439	0.5626596376
2440	0.5626465827
2441	0.5626446104
2442	0.5626445634
2443	0.5626440234
2444	0.562643859
2445	0.5626437886
2446	0.5626437181
2447	0.5626436946
2448	0.5626436007
2449	0.5626434129
2450	0.5626409944
2451	0.5626370497
2452	0.5626054204
2453	0.5626053499
2454	0.5626053029
2455	0.5626046454
2456	0.5626038001
2457	0.5626034009
2458	0.5626026964
2459	0.5626007005
2460	0.5626006535
2461	0.5625580318
2462	0.5625464306
2463	0.5625281359
2464	0.5625199396
2465	0.5625199161
2466	0.5625145613
2467	0.5625137159
2468	0.5625131757
2469	0.5624665779
2470	0.5624662256
2471	0.5624655914
2472	0.5624603771
2473	0.5624578874
2474	0.562422983
2475	0.5624226541
2476	0.5624219025
2477	0.5624170401
2478	0.5623954056
2479	0.5623947478
2480	0.5623842708
2481	0.5623841064
2482	0.5622837666
2483	0.5622780572
2484	0.5622682359
2485	0.5622383952
2486	0.5622265994
2487	0.5622227927
2488	0.5622208424
2489	0.5622206779
2490	0.562220396
2491	0.5622197145
2492	0.5622196675
2493	0.5622183516
2494	0.5622142864
2495	0.5621792024
2496	0.5621652199
2497	0.5621558432
2498	0.5621552086
2499	0.5621434816
2500	0.5621308143
2501	0.5621258319
2502	0.5621254794
2503	0.5621179587
2504	0.5621085342
2505	0.5621065835
2506	0.562091988
2507	0.5620859711
2508	0.5620843729
2509	0.5620688837
2510	0.5620642533
2511	0.5620499624
2512	0.5620493748
2513	0.5620488106
2514	0.5620392909
2515	0.5620371284
2516	0.5620321922
2517	0.5620321217
2518	0.5620138338
2519	0.5620015632
2520	0.5619991184
2521	0.5619989774
2522	0.5619985308
2523	0.5619962035
2524	0.5619958979
2525	0.5619940643
2526	0.5619899505
2527	0.5619853195
2528	0.5619851314
2529	0.5619639034
2530	0.5619623518
2531	0.5619617641
2532	0.5619577911
2533	0.5619449315
2534	0.5619434504
2535	0.5619416167
2536	0.5619397594
2537	0.5619102304
2538	0.5619101833
2539	0.5619101363
2540	0.5619079263
2541	0.5619060454
2542	0.5619042821
2543	0.5618496392
2544	0.561841433
2545	0.5618122515
2546	0.561806067
2547	0.5618042563
2548	0.561756612
2549	0.5617562122
2550	0.5617516028
2551	0.5617447356
2552	0.5617443593
2553	0.5617442652
2554	0.5617426425
2555	0.5617393029
2556	0.5617359633
2557	0.5617326943
2558	0.5617310715
2559	0.5617286255
2560	0.5617280846
2561	0.561719124
2562	0.5617083521
2563	0.5616993441
2564	0.5616983093
2565	0.5616981211
2566	0.5616978624
2567	0.5616968981
2568	0.561681116
2569	0.5616452694
2570	0.5616450577
2571	0.561644846
2572	0.5616416
2573	0.5616322851
2574	0.5616294859
2575	0.5616293447
2576	0.561629086
2577	0.5616273218
2578	0.5616254164
2579	0.5616242403
2580	0.5616042925
2581	0.5616032809
2582	0.5616018224
2583	0.5616016813
2584	0.5616011638
2585	0.5615969765
2586	0.5615962708
2587	0.5615836617
2588	0.5615782039
2589	0.5615655474
2590	0.5615650769
2591	0.5615365398
2592	0.5615119304
2593	0.5615051779
2594	0.561499437
2595	0.5614950843
2596	0.5614932491
2597	0.5614882375
2598	0.5614073401
2599	0.5613988685
2600	0.5613986567
2601	0.5613971977
2602	0.5613967976
2603	0.5613955269
2604	0.5613944208
2605	0.5611543134
2606	0.5611433189
2607	0.5611431541
2608	0.5611376449
2609	0.5611301581
2610	0.561130111
2611	0.5611300404
2612	0.5611073674
2613	0.5610870009
2614	0.5610554019
2615	0.5610474666
2616	0.5610453944
2617	0.5610394369
2618	0.5610383773
2619	0.561038236
2620	0.5610379534
2621	0.5610341623
2622	0.560967636
2623	0.5609368076
2624	0.5609366663
2625	0.5609271277
2626	0.5609270335
2627	0.5609127842
2628	0.5608920809
2629	0.5608607772
2630	0.5608526271
2631	0.5608523445
2632	0.560832911
2633	0.5608323456
2634	0.5608301549
2635	0.5608273046
2636	0.5608271632
2637	0.5608206852
2638	0.5608201434
2639	0.5608169868
2640	0.5608151964
2641	0.5607222332
2642	0.5607216206
2643	0.5607182278
2644	0.560717521
2645	0.5607171911
2646	0.5607063058
2647	0.5606968812
2648	0.5606379498
2649	0.5606378555
2650	0.5606375021
2651	0.5604074902
2652	0.5604074194
2653	0.5603791534
2654	0.5603615896
2655	0.5603614953
2656	0.5603435301
2657	0.5603434122
2658	0.5603432
2659	0.5603352782
2660	0.5602980487
2661	0.5602974593
2662	0.5602973885
2663	0.560210117
2664	0.5601370777
2665	0.5601369834
2666	0.5601180911
2667	0.5601175722
2668	0.5601150485
2669	0.5601149306
2670	0.5601114162
2671	0.5601112983
2672	0.5601112275
2673	0.5601108501
2674	0.5601104256
2675	0.560110284
2676	0.5601101897
2677	0.5601067461
2678	0.5601060856
2679	0.5601059441
2680	0.5601028071
2681	0.5601027127
2682	0.5600995049
2683	0.560099269
2684	0.5600988209
2685	0.5600986793
2686	0.5600971226
2687	0.5600933251
2688	0.5600757994
2689	0.5600741011
2690	0.5600600424
2691	0.5600599245
2692	0.5600598301
2693	0.5600465731
2694	0.5600441198
2695	0.5600139954
2696	0.5600113297
2697	0.5600088763
2698	0.560004913
2699	0.5600048186
2700	0.5600044412
2701	0.5599813687
2702	0.5599812035
2703	0.5599811799
2704	0.5599807789
2705	0.5599804014
2706	0.5599281898
2707	0.5599280247
2708	0.5599198138
2709	0.5598898243
2710	0.5598886917
2711	0.5598746756
2712	0.5598712777
2713	0.5598671246
2714	0.5598537687
2715	0.5598503706
2716	0.5598323891
2717	0.5598288257
2718	0.5598268906
2719	0.5598249556
2720	0.5597971085
2721	0.5597935686
2722	0.5597631947
2723	0.5597629351
2724	0.5597622506
2725	0.5597620382
2726	0.5596948415
2727	0.5596933544
2728	0.559690758
2729	0.5596906399
2730	0.5596507946
2731	0.5596498503
2732	0.5596496851
2733	0.5596404551
2734	0.5596404315
2735	0.5595762893
2736	0.5595762185
2737	0.5595674122
2738	0.5595569768
2739	0.5593788355
2740	0.559372506
2741	0.5593724824
2742	0.5593458174
2743	0.5593428414
2744	0.5593427942
2745	0.5593427469
2746	0.5593426525
2747	0.5593426052
2748	0.5593191275
2749	0.559319033
2750	0.5593189622
2751	0.5593147814
2752	0.5592714841
2753	0.5592598384
2754	0.5592593187
2755	0.559257547
2756	0.5592433024
2757	0.5592428772
2758	0.5592425465
2759	0.559242452
2760	0.5592415779
2761	0.559226577
2762	0.5592205293
2763	0.5592164187
2764	0.5592163242
2765	0.5592153556
2766	0.5592148122
2767	0.5591662621
2768	0.5591652934
2769	0.5591440056
2770	0.5591415011
2771	0.5591409813
2772	0.5591363976
2773	0.5591330897
2774	0.5591329716
2775	0.5591327589
2776	0.5591205905
2777	0.559109107
2778	0.5591088471
2779	0.5591060589
2780	0.5591058462
2781	0.5591054445
2782	0.5591053264
2783	0.5591053027
2784	0.5591034361
2785	0.5591033415
2786	0.5591032943
2787	0.5591020183
2788	0.5590945042
2789	0.5590938898
2790	0.5590933464
2791	0.5590932518
2792	0.5590927793
2793	0.5590926139
2794	0.5590924484
2795	0.5590924012
2796	0.559092283
2797	0.5590455183
2798	0.5590448566
2799	0.5590260456
2800	0.5590130004
2801	0.5589983006
2802	0.5589982061
2803	0.5589981115
2804	0.5589755175
2805	0.5589754466
2806	0.5589753993
2807	0.5589646455
2808	0.5589645983
2809	0.558964551
2810	0.558963771
2811	0.5589633929
2812	0.5589633456
2813	0.5589603203
2814	0.5589602731
2815	0.5589566332
2816	0.5589566096
2817	0.5589564678
2818	0.5589562314
2819	0.5589529698
2820	0.5589528989
2821	0.5589528752
2822	0.558952828
2823	0.5589473209
2824	0.5589472972
2825	0.5589470609
2826	0.5589469191
2827	0.5589468718
2828	0.5589467063
2829	0.5589466118
2830	0.5589465882
2831	0.5589465882
2832	0.5589465173
2833	0.5589465173
2834	0.5589439882
2835	0.5589434446
2836	0.5589419556
2837	0.558941861
2838	0.5589197611
2839	0.5589102826
2840	0.5589100462
2841	0.5588955801
2842	0.558891278
2843	0.558866363
2844	0.5588663157
2845	0.5587704747
2846	0.5587704511
2847	0.5587703802
2848	0.5587686306
2849	0.5587453179
2850	0.5587451997
2851	0.5587451524
2852	0.5587451051
2853	0.5587380355
2854	0.5587379882
2855	0.5587379409
2856	0.5587373971
2857	0.5587373498
2858	0.5587367114
2859	0.5587351272
2860	0.5587326918
2861	0.5587326918
2862	0.558732408
2863	0.5587319588
2864	0.5587319115
2865	0.5587232338
2866	0.5587231629
2867	0.5587231629
2868	0.5587142959
2869	0.5587142722
2870	0.5587142249
2871	0.5587141304
2872	0.5587092594
2873	0.5587076988
2874	0.5587000848
2875	0.5587000375
2876	0.5586997774
2877	0.5586997774
2878	0.5586995882
2879	0.5586995882
2880	0.5586995409
2881	0.5586987133
2882	0.5586987369
2883	0.5586956866
2884	0.5586955211
2885	0.5586953555
2886	0.558694859
2887	0.5586886399
2888	0.5586886636
2889	0.55868663
2890	0.5586784009
2891	0.5586784245
2892	0.5586783536
2893	0.5586755159
2894	0.5586752322
2895	0.558671354
2896	0.5586712358
2897	0.5586711648
2898	0.5586553682
2899	0.5586464056
2900	0.5586463583
2901	0.5586386488
2902	0.5586382941
2903	0.5586381522
2904	0.5586170572
2905	0.5586170099
2906	0.5586139591
2907	0.5586106717
2908	0.558604168
2909	0.5586039315
2910	0.5586035767
2911	0.5586010935
2912	0.5586010462
2913	0.5585996981
2914	0.5585822202
2915	0.5585717427
2916	0.5585287899
2917	0.5585230894
2918	0.5585156621
2919	0.5585134623
2920	0.5584870402
2921	0.55848115
2922	0.5584811264
2923	0.55848115
2924	0.5584467541
2925	0.5584467067
2926	0.5584467067
2927	0.5584463992
2928	0.5584350675
2929	0.5584350202
2930	0.5584347599
2931	0.5584197373
2932	0.5584181522
